date,dailyTotal_0,dailyTotal_1,dailyTotal_2,1209140_Compiled_0.csv
2020-08-27,4.78,0.86,0.22,5.86
2020-08-28,10.38,2.4,1.36,14.14
2020-08-29,4.18,1.71,,5.89
2020-08-30,3.38,0.67,,4.05
2020-08-31,9.29,1.03,,10.319999999999999
2020-09-01,2.4,1.1,,3.5
2020-09-02,3.7,0.69,0.1,4.49
2020-09-03,6.24,6.34,,12.58
2020-09-04,3.64,0.74,,4.38
2020-09-05,5.190000000000001,1.57,,6.760000000000002
2020-09-06,3.82,0.49,,4.31
2020-09-07,3.91,1.75,,5.66
2020-09-08,1.96,0.7000000000000001,,2.66
2020-09-09,2.48,0.76,,3.24
2020-09-16,0.51,0.25,,0.76
2020-09-18,,0.08,,0.08
2020-09-20,2.26,,,2.26
2020-09-23,0.5,,,0.5
2020-09-24,8.2,,,8.2
2020-09-25,1.5,,,1.5
2020-09-26,,0.72,,0.72
2020-10-04,0.49,,,0.49
2020-10-08,0.69,,,0.69
2020-10-12,3.78,1.59,0.11,5.48
2020-10-13,6.500000000000001,2.55,,9.05
2020-10-14,14.250000000000002,25.53,5.25,45.03
2020-10-15,4.7700000000000005,8.08,0.79,13.64
2020-10-16,9.47,2.26,0.4,12.13
2020-10-17,1.55,1.64,,3.19
2020-10-18,1.6,2.99,,4.59
2020-10-19,4.31,1.61,,5.92
2020-10-20,3.55,2.85,,6.4
2020-10-21,0.53,0.95,,1.48
2020-10-22,1.29,1.08,,2.37
2020-10-23,1.36,0.51,,1.87
2020-10-24,6.17,3.03,0.24,9.44
2020-10-25,2.78,2.1500000000000004,,4.93
2020-10-26,32.97,2.1700000000000004,,35.14
2020-10-27,41.21,4.69,,45.9
2020-10-28,16.38,4.130000000000001,,20.509999999999998
2020-10-29,3.97,2.39,,6.36
2020-10-30,7.13,0.66,,7.79
2020-10-31,6.34,1.5699999999999998,,7.91
2020-11-01,1.83,1.42,,3.25
2020-11-02,3.46,1.86,,5.32
2020-11-03,2.53,1.07,,3.5999999999999996
2020-11-04,2.27,0.57,,2.84
2020-11-05,2.96,1.5,,4.46
2020-11-06,1.5599999999999998,1.29,,2.8499999999999996
2020-11-07,2.2,0.52,,2.72
2020-11-08,1.88,2.25,,4.13
2020-11-09,0.8999999999999999,0.58,,1.48
2020-11-10,4.53,4.91,,9.440000000000001
2020-11-11,2.55,2.78,,5.33
2020-11-12,4.48,1.27,,5.75
2020-11-13,2.7,1.23,,3.93
2020-11-14,4.46,0.5700000000000001,,5.03
2020-11-15,4.3,0.94,,5.24
2020-11-16,2.58,1.65,,4.23
2020-11-17,3.76,1.62,,5.38
2020-11-18,4.37,3.77,,8.14
2020-11-19,3.18,4.23,,7.41
2020-11-20,3.06,2.37,,5.43
2020-11-21,1.52,0.57,,2.09
2020-11-22,2.27,1.02,,3.29
2020-11-23,1.92,1.08,,3.0
2020-11-24,6.97,2.72,,9.69
2020-11-25,2.03,1.3099999999999998,,3.34
2020-11-26,3.5400000000000005,1.4700000000000002,,5.010000000000001
2020-11-27,1.83,0.99,,2.8200000000000003
2020-11-28,4.34,3.9,,8.24
2020-11-29,2.3400000000000003,1.05,,3.3900000000000006
2020-11-30,5.630000000000001,5.5200000000000005,,11.150000000000002
2020-12-01,2.94,3.45,,6.390000000000001
2020-12-02,3.24,3.21,,6.45
2020-12-03,2.13,1.32,,3.45
2020-12-04,7.010000000000002,1.53,,8.540000000000001
2020-12-05,3.29,1.6,,4.890000000000001
2020-12-06,3.23,2.16,,5.390000000000001
2020-12-07,5.65,2.0900000000000003,,7.74
2020-12-08,2.92,2.43,0.69,6.039999999999999
2020-12-09,4.13,1.87,,6.0
2020-12-10,6.15,3.99,0.84,10.98
2020-12-11,12.84,4.19,1.32,18.35
2020-12-12,2.97,0.82,0.75,4.54
2020-12-13,2.12,1.92,,4.04
2020-12-14,3.05,3.27,,6.32
2020-12-15,3.69,2.8000000000000003,,6.49
2020-12-16,3.15,6.3599999999999985,0.96,10.469999999999999
2020-12-17,1.1800000000000002,6.04,,7.220000000000001
2020-12-18,1.64,6.4300000000000015,,8.070000000000002
2020-12-19,1.99,1.13,,3.12
2020-12-20,3.68,0.93,,4.61
2020-12-21,3.83,1.05,0.81,5.6899999999999995
2020-12-22,2.22,1.7699999999999998,,3.99
2020-12-23,1.87,2.7,,4.57
2020-12-24,3.97,1.11,,5.08
2020-12-25,3.2,3.02,,6.220000000000001
2020-12-26,4.8199999999999985,1.6800000000000002,,6.499999999999998
2020-12-27,0.8400000000000001,0.27,,1.11
2020-12-28,1.09,1.7399999999999998,,2.83
2020-12-29,2.14,0.8999999999999999,0.93,3.97
2020-12-30,2.35,2.04,,4.390000000000001
2020-12-31,1.52,2.02,0.45,3.99
2021-01-01,2.27,0.84,,3.11
2021-01-02,2.58,2.37,,4.95
2021-01-03,1.93,0.4900000000000001,,2.42
2021-01-04,1.89,0.78,,2.67
2021-01-05,4.09,3.18,,7.27
2021-01-06,1.91,3.21,,5.12
2021-01-07,2.67,4.65,,7.32
2021-01-08,1.59,0.7499999999999999,,2.34
2021-01-09,7.18,3.55,,10.73
2021-01-10,4.0,2.12,,6.12
2021-01-11,2.93,2.16,,5.09
2021-01-12,1.5699999999999998,1.63,,3.1999999999999997
2021-01-13,5.370000000000001,3.66,,9.030000000000001
2021-01-14,2.93,2.59,,5.52
2021-01-15,2.75,2.79,0.63,6.17
2021-01-16,3.62,3.37,,6.99
2021-01-17,2.16,2.1,,4.26
2021-01-18,3.12,1.41,,4.53
2021-01-19,2.14,1.07,,3.21
2021-01-20,3.18,2.08,,5.26
2021-01-21,2.5,1.11,,3.6100000000000003
2021-01-22,1.62,1.45,,3.0700000000000003
2021-01-23,3.58,2.48,,6.0600000000000005
2021-01-24,2.54,0.75,,3.29
2021-01-25,9.81,3.6,,13.41
2021-01-26,3.3,4.9300000000000015,1.2,9.43
2021-01-27,2.93,1.2699999999999998,,4.2
2021-01-28,4.29,1.88,,6.17
2021-01-29,1.7600000000000002,0.97,,2.7300000000000004
2021-01-30,2.37,0.69,,3.06
2021-01-31,1.71,7.32,,9.030000000000001
2021-02-01,2.73,1.1,,3.83
2021-02-02,4.25,4.83,,9.08
2021-02-03,4.59,0.8999999999999999,,5.49
2021-02-04,2.43,1.35,1.02,4.800000000000001
2021-02-05,7.81,1.81,,9.62
2021-02-06,1.84,1.5099999999999998,,3.3499999999999996
2021-02-07,2.76,4.87,,7.63
2021-02-08,3.1,1.1800000000000002,,4.28
2021-02-09,3.3600000000000003,3.72,,7.08
2021-02-10,3.27,3.12,,6.390000000000001
2021-02-11,5.4,3.06,,8.46
2021-02-12,2.56,2.83,,5.390000000000001
2021-02-13,3.24,1.0499999999999998,,4.29
2021-02-14,3.4,1.7400000000000002,,5.140000000000001
2021-02-15,1.23,0.75,0.9,2.88
2021-02-16,1.84,2.49,,4.33
2021-02-17,3.99,1.45,,5.44
2021-02-18,2.4,1.11,,3.51
2021-02-19,3.06,3.1099999999999994,,6.17
2021-02-20,4.199999999999998,2.01,,6.209999999999998
2021-02-21,3.31,1.14,,4.45
2021-02-22,0.6599999999999999,1.15,,1.8099999999999998
2021-02-23,2.68,1.02,,3.7
2021-02-24,3.48,3.3000000000000003,,6.78
2021-02-25,5.17,2.37,,7.54
2021-02-26,3.04,1.65,,4.6899999999999995
2021-02-27,1.16,0.91,,2.07
2021-02-28,2.01,2.4700000000000006,,4.48
2021-03-01,2.73,4.71,,7.4399999999999995
2021-03-02,1.8,1.14,,2.94
2021-03-03,1.6700000000000002,1.72,,3.39
2021-03-04,3.91,2.4,,6.3100000000000005
2021-03-05,1.91,1.92,,3.83
2021-03-06,1.59,0.93,,2.52
2021-03-07,4.27,1.52,,5.789999999999999
2021-03-08,2.26,3.12,,5.38
2021-03-09,5.83,4.54,,10.370000000000001
2021-03-10,5.35,1.89,0.66,7.8999999999999995
2021-03-11,4.02,2.7,,6.72
2021-03-12,3.0,2.64,,5.640000000000001
2021-03-13,6.53,12.16,,18.69
2021-03-14,4.25,1.02,,5.27
2021-03-15,3.01,1.63,,4.64
2021-03-16,1.2999999999999998,1.55,1.29,4.14
2021-03-17,3.23,3.72,,6.95
2021-03-18,2.89,2.91,1.05,6.8500000000000005
2021-03-19,1.03,5.37,,6.4
2021-03-20,2.5600000000000005,1.59,,4.15
2021-03-21,2.29,1.41,,3.7
2021-03-22,2.76,2.48,,5.24
2021-03-23,5.84,0.8399999999999999,,6.68
2021-03-24,2.03,1.32,,3.3499999999999996
2021-03-25,4.69,5.43,3.42,13.540000000000001
2021-03-26,17.86,4.41,1.62,23.89
2021-03-27,2.21,3.23,,5.4399999999999995
2021-03-28,4.61,2.62,,7.23
2021-03-29,1.2,0.6699999999999999,,1.8699999999999999
2021-03-30,1.61,2.37,,3.9800000000000004
2021-03-31,1.29,1.7699999999999998,,3.0599999999999996
2021-04-01,3.0,3.31,0.78,7.090000000000001
2021-04-02,3.3,3.0,,6.3
2021-04-03,2.19,1.14,,3.33
2021-04-04,1.2,0.55,,1.75
2021-04-05,3.55,8.620000000000001,,12.170000000000002
2021-04-06,5.18,3.39,,8.57
2021-04-07,2.17,1.59,,3.76
2021-04-08,1.33,0.83,,2.16
