date,0.txt,1.txt,2.txt,3.txt,4.txt,5.txt,6.txt,7.txt,8.txt,230410_Compiled_0.csv
05-05-2017,23.46,8.34,14.67,2.28,27.29,30.1,,,,106.14
06-05-2017,23.94,5.82,13.02,2.37,20.35,32.93,,,,98.43
07-05-2017,20.75,5.64,10.01,1.9,23.48,31.45,,,,93.23
08-05-2017,21.6,6.69,20.52,1.22,9.59,23.84,6.73,,,90.19
09-05-2017,14.93,8.12,8.7,2.41,14.32,21.3,,,,69.78
10-05-2017,18.19,6.66,21.6,1.12,21.98,29.54,7.47,,,106.56
11-05-2017,21.06,8.2,8.68,0.98,16.53,30.86,12.92,6.3,,105.53
12-05-2017,19.04,,10.11,1.2,18.1,26.37,7.37,,,82.19
13-05-2017,20.79,8.31,17.71,1.22,14.13,28.48,14.78,8.67,,114.09
14-05-2017,30.22,5.6,10.81,1.33,22.69,30.06,5.85,,,106.56
15-05-2017,15.72,8.91,15.39,3.6,16.91,24.76,,8.62,,93.91
16-05-2017,21.45,2.25,16.49,,19.26,28.7,5.72,,,93.87
17-05-2017,21.1,12.06,26.97,3.74,17.46,31.57,7.45,,,120.35
18-05-2017,21.42,11.5,14.98,2.34,18.95,27.4,7.57,,,104.16
19-05-2017,17.64,15.14,12.16,1.26,17.83,23.2,7.51,8.65,,103.39
20-05-2017,24.68,2.81,18.48,3.84,19.76,32.38,,,,101.95
21-05-2017,22.26,12.52,21.54,2.63,25.3,38.85,22.62,,,145.72
22-05-2017,15.43,,8.47,1.01,17.82,23.98,13.42,,,80.13
23-05-2017,17.72,2.78,14.64,,10.46,30.4,,,,76
24-05-2017,17.5,5.13,14.01,4.33,23.47,24.56,6.89,,,95.89
25-05-2017,24.55,16.79,22.02,3.93,24.7,35.32,21.12,16.72,,165.15
26-05-2017,34.14,8.05,16.21,3.39,24.84,34.57,7.98,8.41,,137.59
27-05-2017,21.89,6.71,15.59,2.97,13.75,26.7,5.39,,,93
28-05-2017,27.67,7.9,17.02,,21.52,32.64,7.8,,,114.55
29-05-2017,17.72,5.18,14.42,2.08,21.24,23.64,,,,84.28
30-05-2017,19.27,8.02,16.5,1.16,21.6,22.23,,,,88.78
31-05-2017,18.96,11.26,11.26,3.48,12.08,23.34,,,,80.38
01-06-2017,15.88,,10.98,,17.08,18.79,,,,62.73
02-06-2017,15.36,5.22,9.85,2.37,24.11,30.35,6.95,7.9,,102.11
03-06-2017,29.92,10.56,5.52,1.11,20.11,28.03,,,,95.25
04-06-2017,17.92,7.17,13.9,3.73,21.74,28.42,,,,92.88
05-06-2017,79.55,5.8,10.53,2.48,20.12,28.84,7.48,8.04,,162.84
06-06-2017,19.55,2.62,11.75,,16.63,26.89,,,,77.44
07-06-2017,16.54,16.92,14.17,2.19,12.1,21.82,23.02,,106.38,213.14
08-06-2017,25.49,8.76,17.25,2.37,27.14,31.62,,,,112.63
09-06-2017,14.93,14.72,11.26,,17.89,26.91,,11.92,,97.63
10-06-2017,25.01,5.85,19.15,1.2,21.94,39.05,7.78,,,119.98
11-06-2017,19.26,,11.49,2.47,12.83,23.7,5.48,,,75.23
12-06-2017,19.72,4.69,10.97,,15.23,17.59,,,,68.2
13-06-2017,17.5,10.24,14.33,,21.98,26.03,,,,90.08
14-06-2017,19.54,2.84,11.36,2.44,15.7,22.95,15.09,4.83,,94.75
15-06-2017,29.01,11.29,10.52,4.92,11.15,23.1,7.57,7.61,,105.17
16-06-2017,18.53,5.74,15.5,2,15.33,23.03,,,,80.13
17-06-2017,17.51,2.82,12.24,2.46,19.68,23.86,,,,78.57
18-06-2017,20.02,8.02,9.13,1.03,20.33,27.13,,7.75,,93.41
19-06-2017,15.39,2.81,15.68,2.98,11.72,23.1,7.35,,,79.03
20-06-2017,21.01,,12.76,2.43,19.24,24.36,,,,79.8
21-06-2017,17.07,20.43,17.61,3.12,17.25,22.11,14.72,,,112.31
22-06-2017,17.47,5.06,10.58,1.98,18.5,22.65,,,,76.24
23-06-2017,41.57,8.54,17.41,2.53,27.74,43.72,,,,141.51
24-06-2017,31.68,9.14,25.12,3.09,20.36,35.83,10.53,,,135.75
25-06-2017,32.44,6.52,16.24,2.22,22.13,34.11,5.04,,,118.7
26-06-2017,24.02,10.57,12.8,1.1,16.94,24.08,11.69,,,101.2
27-06-2017,25.84,18.31,11.18,2.97,18.98,36.02,12.67,,56.62,182.59
28-06-2017,28.65,12.3,15.73,2.84,20.62,33.66,6.95,,,120.75
29-06-2017,20.22,7.51,16.75,,17.89,25.86,14.19,15.46,,117.88
30-06-2017,25.54,4.55,22.64,3.01,23.21,44.76,,,,123.71
01-07-2017,22.7,4.05,14.7,1.84,21.72,28.73,,,91.87,185.61
02-07-2017,29.13,4.85,23.8,4.15,24.3,31.35,,,62.3,179.88
03-07-2017,208.9,2.44,19.01,0.82,22.33,27.51,,,,281.01
04-07-2017,74.02,16.71,19.74,,26.94,37.02,27.2,13.9,,215.53
05-07-2017,54.3,13.87,45.18,5.48,39.01,38.36,6.33,,,202.53
06-07-2017,26.04,15.2,20.08,4.69,26.4,27.72,,,,120.13
07-07-2017,32.7,10.04,9.19,3.53,9.2,26.87,7.38,,,98.91
08-07-2017,35.38,21.65,8.99,2.06,24.03,43.26,12.93,,,148.3
09-07-2017,31.74,18.66,15.06,2.99,24.8,34.41,7.38,,,135.04
10-07-2017,34.06,11.41,19.34,10.39,22.85,46.5,,21.06,,165.61
11-07-2017,38.37,11.43,27.34,2.44,28.04,39.15,,,,146.77
12-07-2017,36.41,18.56,34,7.43,32.77,52.22,21.87,23.41,105.12,331.79
13-07-2017,31.72,11.56,15.74,3.37,33.06,46.28,,,,141.73
14-07-2017,72.9,17.39,6.06,1.66,27.1,43,7.34,,,175.45
15-07-2017,41.29,6.74,15.44,,27.35,52.51,,7.87,,151.2
16-07-2017,34.56,5.33,22.86,2.01,23.5,48.92,7.08,,,144.26
17-07-2017,44.99,10.43,18.05,8.03,25.82,41.94,,8.22,116.96,274.44
18-07-2017,38.36,13.56,23.17,2.08,33.08,44.65,14.42,,,169.32
19-07-2017,35.5,22.9,16.03,7.31,32.84,52.3,14.84,7.74,,189.46
20-07-2017,32.01,16.16,22.74,2.08,26.47,42.93,12.26,,,154.65
21-07-2017,39.74,11.43,25.71,4.93,21.26,38.83,14.78,8.2,,164.88
22-07-2017,43.02,22.15,24.22,1.43,26.59,46.1,6.77,,,170.28
23-07-2017,42.72,8.4,16.24,,31.15,40.7,,24.94,,164.15
24-07-2017,34.9,11.66,10.32,4.82,29.32,43.04,6.73,,54.01,194.8
25-07-2017,38.61,,8.22,4.16,18.51,23.35,7.45,17.33,,117.63
26-07-2017,25.79,3.1,19.25,6.84,19.76,37.54,7.47,8.82,,128.57
27-07-2017,31.26,15.79,15.85,1.45,24.34,34.72,,,,123.41
28-07-2017,43.38,19.73,21.6,2.91,30.45,43,6.32,9.25,,176.64
29-07-2017,45.82,19.58,10.69,2.9,25.57,32.57,,,,137.13
30-07-2017,49.66,9.72,17.65,4.35,23.66,34.53,,9.25,,148.82
31-07-2017,28.46,19.9,16.34,,19.84,35.53,,,,120.07
01-08-2017,28.94,2.59,21.19,4.58,29.83,29.18,,,,116.31
02-08-2017,37.63,14.8,20.32,5.83,37.26,37.94,6.57,,,160.35
03-08-2017,36.92,8.52,18.81,1.48,29.82,38.18,,9.26,,142.99
04-08-2017,42.37,8.71,26.8,2.19,32.58,34.54,13.88,9.67,,170.74
05-08-2017,39.84,5.93,21.46,2.31,26.92,44.21,5.73,,,146.4
06-08-2017,38.56,17.04,20.38,6.11,25.59,41.49,6.93,,,156.1
07-08-2017,30.53,11.34,16.41,4.43,22.18,42.63,,9.67,,137.19
08-08-2017,34.1,25.29,12.9,6.07,33.29,43.65,6.91,9.69,60.99,232.89
09-08-2017,35.86,13.13,27.22,1.52,27.76,37.21,11.98,,,154.68
10-08-2017,31.2,16.03,22.6,1.47,32.06,32.83,,,,136.19
11-08-2017,37.18,8.53,26.64,6.16,17.22,28.55,,,,124.28
12-08-2017,41.79,8.67,22.7,4.06,32.37,36.96,,9.23,,155.78
13-08-2017,25.46,12.99,20.23,3.45,18.85,40.76,7,,,128.74
14-08-2017,26.44,27.68,24.07,1.43,32,38.16,14.38,8.42,,172.58
15-08-2017,28.76,6.52,17.69,7.44,23.62,37.56,,,,121.59
16-08-2017,28.39,15.32,18.59,1.09,25.91,36.26,,,,125.56
17-08-2017,30.53,10.18,20.06,1.47,26.8,39.93,,,58.87,187.84
18-08-2017,30.9,20.4,18.67,7.91,38.72,40.55,14.14,9.25,,180.54
19-08-2017,28.61,12.6,16.15,1.49,33.59,40.68,,,,133.12
20-08-2017,26.14,12.91,12.06,4.89,27.38,43.44,,,,126.82
21-08-2017,32.72,3.31,17.86,,26.18,33.88,,,,113.95
22-08-2017,36.16,2.47,16.35,2.44,22.58,41.32,12.13,,,133.45
23-08-2017,23.01,2.97,11.69,2.85,23.69,36.32,6.48,,,107.01
24-08-2017,33.26,13.12,17.3,3.87,35.1,50.1,5.67,,,158.42
25-08-2017,27.59,13.67,11.34,3.62,19.38,37.05,,9.77,,122.42
26-08-2017,26.32,8.59,18.89,3.32,27.55,33.56,,,63.7,181.93
27-08-2017,25.19,17.63,15.8,3.72,26.7,40.76,13.24,,,143.04
28-08-2017,32.27,16.7,8.36,2.61,15.31,36.54,7.39,,,119.18
29-08-2017,24.29,20.53,16.9,4.01,13.8,36.41,7.35,9.67,,132.96
30-08-2017,25.58,8.47,13.13,1.16,20.77,45.22,,,,114.33
31-08-2017,23.48,10.4,17.84,3.6,20.86,38,7.48,5.46,,127.12
01-09-2017,27.68,12.76,15.44,1.45,31.78,36.48,7.5,,,133.09
02-09-2017,26.35,9.68,17.39,2.9,22.7,50.35,,,100.77,230.14
03-09-2017,33.49,7.16,14.35,4.01,23.88,41.42,7.48,,101.01,232.8
04-09-2017,25.78,3.59,32.38,2.23,31.8,41.29,,,,137.07
05-09-2017,26.46,3.44,18.73,2.54,33.75,33.54,7,9,,134.46
06-09-2017,34.92,13,27.12,2.87,27.99,38.76,7.44,,,152.1
07-09-2017,20.1,3.64,12.66,1.06,21.68,29.43,7.56,9.03,,105.16
08-09-2017,24.47,9.02,8.99,1.01,15.26,37.54,15.44,,,111.73
09-09-2017,33,6.18,21.83,1.44,23.77,48.74,,9.4,,144.36
10-09-2017,30.63,10.36,22.33,3.08,36.25,39.28,7.99,,,149.92
11-09-2017,24.97,8.76,25.86,2.89,27.72,40.17,,8.79,,139.16
12-09-2017,26.97,6.91,33.65,1.01,27.04,38.44,7.99,,,142.01
13-09-2017,27.24,15.03,27.82,2.28,23.36,27.32,8.03,,,131.08
14-09-2017,29.7,23.16,24.97,4.39,27.23,34.11,6.1,,96.42,246.08
15-09-2017,23.04,23.3,15.84,2.44,27.42,31.14,6.03,,,129.21
16-09-2017,35.22,10.44,6.68,1.03,27.82,54.65,11.38,,,147.22
17-09-2017,39.55,10.5,13.46,2.32,19.47,52.12,,6.58,,144
18-09-2017,17.28,16.55,18.19,1.37,21.05,24.05,,8,,106.49
19-09-2017,21.04,9.26,13.17,5.32,26.12,31.97,,,,106.88
20-09-2017,25.83,10.8,8.47,4.85,20.66,28.07,,,,98.68
21-09-2017,23.07,3.24,14.82,2.35,15.8,34.1,,,,93.38
22-09-2017,32.3,17.64,24.82,4.32,33.3,44.94,13.9,8.06,94.62,273.9
23-09-2017,44.66,17.27,39.82,5.74,38.19,67.6,,18.22,,231.5
24-09-2017,37.47,30.42,19.49,4.04,36.85,54.86,14.16,19.85,,217.14
25-09-2017,33.8,18.13,11.45,2.47,20.73,48.88,,9.69,,145.15
26-09-2017,32.24,13.82,22.92,0.99,23.13,29.67,,,,122.77
27-09-2017,29.56,6.9,18.23,1.39,15.21,34.75,5.32,6.68,,118.04
28-09-2017,28.61,6.9,16.4,8.37,13.67,32.83,,,,106.78
29-09-2017,32.03,13.88,29.12,8.79,32.54,43.88,,,,160.24
30-09-2017,30.7,16.68,34.45,6.48,29.27,46.84,18.46,27.8,,210.68
01-10-2017,40.77,13.32,20.9,2.81,35.93,41.66,,,,155.39
02-10-2017,32.83,17.42,19.2,4.45,25.65,49.39,,,,148.94
03-10-2017,28.48,9.33,12.92,2.34,11.96,33.81,,,,98.84
04-10-2017,29.11,,12.7,,17.54,33.15,,,,92.5
05-10-2017,30.38,13.92,26.05,5.96,24,33.96,6.92,10.1,,151.29
06-10-2017,27.43,6.95,22.72,3.01,21.73,34.44,,,,116.28
07-10-2017,55.68,12.37,32.03,4.51,33.24,63.3,5.27,9.67,,216.07
08-10-2017,54.29,27.59,21.28,5.6,34.37,52,,,,195.13
09-10-2017,36.3,14.21,12.98,3.71,26.98,46.62,6.24,,,147.04
10-10-2017,26.76,7,15.19,1.44,33.07,43.62,,,,127.08
11-10-2017,26.86,10.84,19.23,7.61,21.66,38.41,6.94,14.27,,145.82
12-10-2017,30.53,6.74,22.37,8.01,20.83,47.78,,9.82,,146.08
13-10-2017,34.25,10.2,13.48,1.68,21.26,36.12,6.92,9.72,,133.63
14-10-2017,72.1,14,18.1,6.79,26.78,65.67,,,,203.44
15-10-2017,81.54,33.93,20.28,5.14,39.2,61.73,13.41,,,255.23
16-10-2017,63.83,29.31,25.23,3.23,60.07,70.15,,8.78,,260.6
17-10-2017,72.07,17.24,25.9,3.21,35.91,74.82,7,,,236.15
18-10-2017,62.15,33.5,23.36,5.12,40.57,74.1,,30.5,,269.3
19-10-2017,64.31,18.85,27.03,,54.69,59.8,5.8,,,230.48
20-10-2017,49.76,11.31,30.7,12.19,40.92,67.15,7.06,,,219.09
21-10-2017,72.07,19.28,15,4.9,46.27,73.63,7,9.67,,247.82
22-10-2017,72.13,14.96,13.46,3.68,52.12,86.23,7.02,,,249.6
23-10-2017,80.32,6.71,11.03,5.1,38.77,65.15,,,,207.08
24-10-2017,46.16,15.73,18.29,1.82,37.39,52.07,7.11,,,178.57
25-10-2017,62.71,10.79,23.84,2.99,45.63,71.96,,,,217.92
26-10-2017,52.54,19.94,23.03,2.99,27.62,59.36,,,,185.48
27-10-2017,62.03,7.72,13.89,1.13,38.02,62.38,,,,185.17
28-10-2017,52.84,7.76,17.42,1.48,33.17,46.68,,,,159.35
29-10-2017,56.58,11.68,21.72,3.76,37.5,48.8,,,,180.04
30-10-2017,40.44,3.78,20.54,3.33,21.7,56.59,,8.41,,154.79
31-10-2017,52.6,31.27,26.45,1.81,24.7,66.57,,,,203.4
01-11-2017,60.38,14.72,22.95,2.88,31.7,49.98,,,96.71,279.32
02-11-2017,41.26,6.97,20.15,1.09,33.58,56.61,,,,159.66
03-11-2017,50.33,3.54,15.68,5.01,40.17,56.76,,,,171.49
04-11-2017,55.92,19.04,22.48,8.49,34.2,56.03,,,,196.16
05-11-2017,52.7,22.78,31.35,3.52,41.77,42.43,6.3,19.45,,220.3
06-11-2017,47.65,20.47,21.47,2.93,41.73,54.22,21.27,20.4,,230.14
07-11-2017,43,10.64,20.29,1.81,36.87,72.52,,10.32,110.1,305.55
08-11-2017,42.28,11.26,20.56,1.51,21.73,49.45,,,,146.79
09-11-2017,38.4,3.85,23.13,1.8,18.43,35.48,,,,121.09
10-11-2017,43.2,18.22,26.72,1.83,37.1,51.95,,,,179.02
11-11-2017,54.34,22.24,32.54,12.38,48.61,90.3,6.38,9.9,,276.69
12-11-2017,61.6,18.89,25.77,3.8,40.9,74.81,6.74,10.34,,242.85
13-11-2017,32.6,4.03,12.36,1.02,21.92,45.58,14.02,,,131.53
14-11-2017,39.05,19.65,35.64,,25.49,32.55,7.74,,,160.12
15-11-2017,23.9,14.9,18.29,4.44,18.4,34.72,,,,114.65
16-11-2017,35.01,19.95,22.61,8.15,31.11,42.94,7.76,10.42,,177.95
17-11-2017,39.75,4.26,16.85,3.86,25.26,42.06,,,,132.04
18-11-2017,49.26,16.41,17.52,3.34,34.94,57.4,7.72,,,186.59
19-11-2017,51.42,14.28,24.91,3.62,39.29,48.68,15.47,,,197.67
20-11-2017,25.73,3.88,10.34,,24.56,44.62,,,,109.13
21-11-2017,36.04,13.69,17.77,7.01,17.62,42.24,23.86,29.86,,188.09
22-11-2017,31.45,11.42,11.78,3.26,25.72,32.97,,,,116.6
23-11-2017,44.99,11.48,14.38,7.03,32.11,60.27,,10.59,,180.85
24-11-2017,46.18,11.24,14.33,2.71,37.61,48.4,7.86,,,168.33
25-11-2017,39.28,3.6,25.8,4.76,21.95,38.96,,11.12,,145.47
26-11-2017,37.06,13.53,17.2,1.76,27.05,47.12,8.22,11.67,,163.61
27-11-2017,38.68,17.42,8.14,2.95,31.14,36.4,,,,134.73
28-11-2017,64.9,21.19,12.05,8.22,31.19,53.2,5.73,10.3,,206.78
29-11-2017,45.1,3.8,18.38,,23.17,39.06,21.93,,,151.44
30-11-2017,49.72,17.76,14.74,5.08,19.84,58.66,,,,165.8
01-12-2017,36.48,11.84,12.98,,32.43,39.76,8.25,,,141.74
02-12-2017,49.27,11.83,14.02,4.51,24,65.1,8.38,,,177.11
03-12-2017,44.95,20.48,29.31,1.67,34.14,46.08,8.43,22.18,,207.24
04-12-2017,22.82,8.29,14.04,1.77,30.72,31.55,,,,109.19
05-12-2017,34.54,7.9,1.91,,12.23,34.38,,,,90.96
06-12-2017,25.94,7.28,17.75,2.78,23.07,34.44,8.7,,,119.96
07-12-2017,29.53,4.14,21.23,,17.95,42.77,,,,115.62
08-12-2017,34.74,4.05,25.22,6.3,27.54,41.78,,,,139.63
09-12-2017,40.1,11.47,15.8,3.3,28.3,61.35,8.16,,,168.48
10-12-2017,35.33,7.34,12.96,4.8,34.1,52.85,17.41,,,164.79
11-12-2017,26.68,7.91,19.36,1.64,20.56,44.34,,,,120.49
12-12-2017,22.97,2.9,18.55,,18.54,33.18,8.7,,,104.84
13-12-2017,22.34,,20.06,3.28,22.24,42.93,,,,110.85
14-12-2017,21.9,3.83,20.2,4.43,48.2,37.84,7.36,,,143.76
15-12-2017,17.04,3.59,11.13,7.55,18.89,29.21,7.4,8.46,,103.27
16-12-2017,23.49,7.23,17.51,3.42,21.78,39.15,,9.67,,122.25
17-12-2017,32.86,7.72,15.64,9.14,18.12,39.52,,,,123
18-12-2017,17.11,3.93,16.46,,21.57,25.18,,,,84.25
19-12-2017,22.21,7.78,7.93,5.75,12.29,32.79,,8.57,,97.32
20-12-2017,19.11,,20.19,1.74,16.88,35.99,8.75,,,102.66
21-12-2017,25.76,3.78,25.66,1.76,14.36,30.12,17.56,,,119
22-12-2017,29.19,11.35,24.09,3.82,26.42,45.36,16.84,,,157.07
23-12-2017,41.72,11.48,18.89,16.43,27.5,55.74,8.85,37.96,125.72,344.29
24-12-2017,37.88,7.21,13.86,3.71,31.02,44.28,,,,137.96
25-12-2017,34.84,8.31,17.86,9.82,28.29,49.49,8.85,11.59,,169.05
26-12-2017,34.32,22.53,29.54,8.35,23.85,42.37,7.19,11.58,,179.73
27-12-2017,43.12,17.8,21.24,1.76,36.6,39.14,,,,159.66
28-12-2017,35.87,6.62,16.78,7.57,15.17,37.33,8.7,,,128.04
29-12-2017,40.33,13.67,24.75,3.11,29.21,49.3,,,,160.37
30-12-2017,39.27,10.68,23.7,8.66,26.49,51.16,17,11.36,,188.32
31-12-2017,37.18,7.52,24.54,6.93,28.59,51.31,,,,156.07
01-01-2018,35.28,10.76,26.47,3.08,29.42,39.2,,,,144.21
02-01-2018,43.1,,21.93,5.07,38.69,38.74,,9.67,62.08,219.28
03-01-2018,34.98,15.05,33.95,5.21,20.93,46.64,,,,156.76
04-01-2018,38.5,2.97,17.08,2.67,28.03,41.69,,17.63,,148.57
05-01-2018,28.52,3.37,7.76,3.95,22.1,35.49,,,,101.19
06-01-2018,37.12,10.27,15.26,4.31,19.92,31.29,8.89,23.2,,150.26
07-01-2018,25.6,2.95,18.37,1.13,28.57,48.88,,,,125.5
08-01-2018,29.03,10.88,17.63,7.62,25.5,33.55,,11.94,61.56,197.71
09-01-2018,26.82,,19.55,,17.29,34.45,,,,98.11
10-01-2018,38.98,5.89,22.33,3.36,29.02,40.11,8.83,12.53,,161.05
11-01-2018,27.42,3.43,24.44,5.04,26.9,36.61,,,,123.84
12-01-2018,28.34,6.34,18.15,2.73,15.76,39.78,8.84,11.77,,131.71
13-01-2018,37.42,3.62,23.74,1.82,28.77,38.6,8.95,,60.93,203.85
14-01-2018,37.11,13.69,21.97,,35.91,51.09,,11.89,,171.66
15-01-2018,43.36,3.6,11.98,6.64,36.4,58.97,8.96,25.78,,195.69
16-01-2018,41.47,14.48,16.72,3.47,32.38,45.02,6.11,13.46,,173.11
17-01-2018,36.02,17.59,13.87,,35.78,34.43,6.15,,,143.84
18-01-2018,27.27,11.05,28.64,1.18,25.12,35.21,,,,128.47
19-01-2018,34.5,5.9,17.67,5.08,29.53,48.15,,8.41,,149.24
20-01-2018,30.95,14.93,27.54,4.03,30.14,41.38,,,,148.97
21-01-2018,41.45,11.17,18.98,1.83,33.65,37.52,,,,144.6
22-01-2018,32.28,2.9,15.71,1.68,15.04,36.43,,,,104.04
23-01-2018,28.08,13,13.74,3.53,28.26,44.26,8.39,,58.02,197.28
24-01-2018,25.92,,11.96,,23.77,34.41,,,,96.06
25-01-2018,30,5.93,21.65,1.67,40.77,35.56,,,,135.58
26-01-2018,31.1,13.42,15.56,3.58,29.82,35.94,,9.67,,139.09
27-01-2018,34.24,6.17,10.2,3.06,23.31,34.53,8.34,14.47,,134.32
28-01-2018,31.04,20.67,9.04,4.83,32.47,45.3,14.22,,,157.57
29-01-2018,33.22,,19.78,6.27,19.33,28.28,,,,106.88
30-01-2018,30.25,6.64,29.9,4.46,35.38,40.11,6.39,,,153.13
31-01-2018,45.11,15.54,36.97,4.77,35.66,57.65,,,,195.7
01-02-2018,31.82,9.43,11.66,3.29,25.09,35.71,,,,117
02-02-2018,31.92,3.3,23,1.54,15.27,37.89,,,,112.92
03-02-2018,37.28,7.76,12.87,1.66,24.61,35.8,7.85,12.62,,140.45
04-02-2018,37.02,6.94,9.52,5.06,28.35,40.46,,,,127.35
05-02-2018,23.31,9.98,11.36,1.68,15.14,18.52,14.29,,61.17,155.45
06-02-2018,28.47,2.93,25.79,3.04,19.42,37.08,,10.69,,127.42
07-02-2018,31.3,10.76,24.86,7.77,30.05,41.72,,8.48,,154.94
08-02-2018,30.17,9.75,18.7,8.06,31.4,41.07,,,,139.15
09-02-2018,33.35,,22.02,5.6,28.46,42.94,16.66,,,149.03
10-02-2018,32.9,10.72,21.21,5.22,36.17,52.14,,8.41,,166.77
11-02-2018,32.19,13.82,11.48,3.41,24.24,33.3,8.34,,,126.78
12-02-2018,28.13,6.27,6.31,5.39,28.2,30.35,22.81,,,127.46
13-02-2018,36.09,13.7,26.8,3.31,43.7,37.66,8.98,,,170.24
14-02-2018,28.04,7.02,13.57,3.82,29.53,27.41,,20.27,,129.66
15-02-2018,32.06,6.16,25.35,3.01,21.3,41.59,,,,129.47
16-02-2018,31.05,9.91,11.65,2.35,21.52,47.03,7.99,,,131.5
17-02-2018,42.1,6.91,17.7,2.78,30.16,37.88,,12.48,,150.01
18-02-2018,38.74,3.25,21.35,4.79,21.35,43.36,,,,132.84
19-02-2018,31,3.47,14.21,2.64,20.3,37.71,15.05,12.45,,136.83
20-02-2018,32.93,2.94,17.05,1.56,30.23,35.28,8.87,,,128.86
21-02-2018,30.32,11.95,22.82,5.21,27.86,40.92,16.96,11.77,,167.81
22-02-2018,32.95,6.97,17.59,3.35,25.65,43.51,,,,130.02
23-02-2018,27.68,3.1,14.32,1.62,32.47,40.32,,,,119.51
24-02-2018,40.7,12.42,15.36,3.49,23.09,38.73,8.75,,,142.54
25-02-2018,98.19,17.72,28.71,4.73,33.35,35.77,,,59.41,277.88
26-02-2018,50.55,7.15,18.65,3.47,25.27,38.51,17.12,,,160.72
27-02-2018,32.09,11.16,20.67,1.77,29.76,33.72,,11.88,,141.05
28-02-2018,45.56,18.64,19.13,10.84,37.4,50.86,8.41,12.62,84.11,287.57
01-03-2018,51.5,11.12,27.66,5.28,40.98,46.97,8.74,,,192.25
02-03-2018,36.04,6.76,19.13,3.37,20.03,40.7,,,,126.03
03-03-2018,37.18,18.34,31.26,5.5,28.31,43.2,8.91,,96.71,269.41
04-03-2018,34.98,13.45,16.03,5.02,22.18,35.68,,,,127.34
05-03-2018,27.43,2.75,12.69,3.12,22.39,29,6.96,,,104.34
06-03-2018,26.84,9.17,26.35,7.69,22.68,28.6,8.4,,,129.73
07-03-2018,27.55,2.9,13.12,7.74,18.12,28.2,,,,97.63
08-03-2018,25.04,7.06,11.09,3.23,16.3,25.25,,,,87.97
09-03-2018,20.99,6.5,3.74,1.91,13.18,34.45,15.04,,91.54,187.35
10-03-2018,18.54,11.44,25.68,1.32,18.49,26.74,12.1,8.13,,122.44
11-03-2018,31.96,10.01,15.3,1.7,22.1,30.97,,,,112.04
12-03-2018,28.11,3.38,14.36,4.36,17.53,23.12,,,,90.86
13-03-2018,31.7,,14.45,3.87,29.5,34.47,,,,113.99
14-03-2018,31.2,12.36,17.86,2.89,13.55,34.41,,,,112.27
15-03-2018,36.41,10.4,17.13,3.3,22.37,33.75,8.77,13.26,,145.39
16-03-2018,24.4,8.11,19.37,1.93,19.35,38.64,8.8,,,120.6
17-03-2018,34.34,3.29,31.5,3.86,21.47,43.96,,,,138.42
18-03-2018,39.34,16.16,19.87,10.99,22.37,33.1,17.63,,,159.46
19-03-2018,29.81,,18.59,4.13,14.63,27.72,,14.08,,108.96
20-03-2018,30.41,6.59,29.51,,18.9,34.94,,14.01,,134.36
21-03-2018,31.15,28.89,25.03,12.28,29.88,45.16,8.68,14.29,100.82,296.18
22-03-2018,35.62,2.68,14.41,,23.07,41.51,15.49,,,132.78
23-03-2018,31.39,6.21,21.22,6.13,20.9,38.48,8.97,,,133.3
24-03-2018,39.96,2.7,23.63,1.4,24.93,36.06,,,,128.68
25-03-2018,26.62,3.52,5.77,7.13,20.06,41.23,8.97,13.66,,126.96
26-03-2018,28.11,5.34,14.75,2.39,19.35,28.64,,,,98.58
27-03-2018,30.08,5.5,31.22,4.75,24.62,32.54,,,,128.71
28-03-2018,39.31,8.53,25.74,1.68,20.37,27.1,,12.57,,135.3
29-03-2018,35.15,6.3,16.92,,19.36,36.99,,8.34,,123.06
30-03-2018,34.55,16.6,14.97,5.67,25.24,35.25,17.84,,57.24,207.36
31-03-2018,37.29,3.52,27.16,4.46,27.11,41.72,,,,141.26
01-04-2018,21.13,3.38,25.1,1.41,19.2,40.53,8.92,,,119.67
02-04-2018,32.34,12.34,28.13,2.27,15.48,32.08,8.83,12.61,,144.08
03-04-2018,27.3,15.72,10.73,,19.86,25.39,,,,99
04-04-2018,28.71,7.01,25.73,9,15.09,44.31,,,94.1,223.95
05-04-2018,35.45,26.14,14.29,,16.86,32.09,7.74,,,132.57
06-04-2018,46.06,9.86,24.94,,18.62,41.51,9.01,,,150
07-04-2018,37.87,9.74,23.96,,24.93,42.26,,,,138.76
08-04-2018,51.07,,17.78,3.65,33.85,41.04,9.1,,,156.49
09-04-2018,39.96,5.94,12.71,1.8,21.23,33.49,,,,115.13
10-04-2018,35.19,13,22.33,7.43,31.79,45.32,9.25,,,164.31
11-04-2018,32.02,6.06,13.76,1.48,27.34,35.82,,,,116.48
12-04-2018,30.1,,27.16,1.77,19.88,28.06,,,,106.97
13-04-2018,25.94,3.37,17.38,1.82,27.25,43.07,,,,118.83
14-04-2018,42.69,251.38,277.37,5.48,69.8,83.74,610.51,403.71,,1744.68
15-04-2018,39.53,12.68,13.99,3.56,40.15,57.55,,,,167.46
16-04-2018,32.19,10.34,14.24,3.61,22.8,31.52,,,,114.7
17-04-2018,30.56,10.96,8.3,5.29,20.71,22.76,,15.36,,113.94
