date,0.txt,1.txt,2.txt,3.txt,4.txt,5.txt,6.txt,7.txt,8.txt,562430_Compiled_0.csv
05-03-2018,0.03,0.09,,,,,,,,0.12
06-03-2018,0.09,0.06,,,,,,,,0.15
07-03-2018,,0.06,,0.03,0.09,0.03,,,,0.21
08-03-2018,0.03,0.03,,,,0.03,,,,0.09
09-03-2018,0.24,0.15,0.09,0.06,0.18,0.03,,,,0.75
10-03-2018,0.06,,0.18,0.03,0.03,0.03,,,,0.33
11-03-2018,0.12,,0.03,0.03,,0.03,,,,0.21
12-03-2018,0.03,,,,0.12,0.59,,,,0.74
13-03-2018,,0.03,,,,0.03,,,,0.06
14-03-2018,0.03,0.03,0.06,,0.03,0.03,,,,0.18
15-03-2018,,,,0.09,,,,,,0.09
16-03-2018,0.06,,,,0.12,,,,,0.18
17-03-2018,0.03,0.06,0.03,,0.06,,,,,0.18
18-03-2018,0.03,0.03,0.03,0.03,0.03,,,,,0.15
19-03-2018,,,0.03,,0.09,,,,,0.12
20-03-2018,0.03,,,,0.12,,,,,0.15
21-03-2018,0.06,0.03,0.03,,0.06,0.03,,,,0.21
22-03-2018,0.06,0.06,,0.03,,0.03,,,,0.18
23-03-2018,0.06,,,0.03,,0.03,,,,0.12
24-03-2018,0.09,0.03,0.03,0.03,,,,,,0.18
25-03-2018,0.3,,,0.06,0.12,0.04,,,,0.52
26-03-2018,0.09,,,0.03,0.03,,,,,0.15
27-03-2018,0.06,,0.06,,,0.03,,,,0.15
28-03-2018,,0.06,0.18,,0.06,,,,,0.3
29-03-2018,0.06,,0.03,0.03,,0.08,,,,0.2
30-03-2018,0.15,0.06,0.03,,0.09,,,,,0.33
31-03-2018,,0.03,0.03,,0.09,,,,,0.15
01-04-2018,0.03,0.03,,0.06,0.03,,,,,0.15
02-04-2018,,0.12,,,0.03,,,,,0.15
03-04-2018,0.03,,,0.03,0.15,,,,,0.21
04-04-2018,0.12,0.03,0.03,0.06,0.09,0.03,,,,0.36
05-04-2018,,0.12,,0.03,,,,,,0.15
06-04-2018,0.09,0.21,0.03,0.09,0.18,0.03,,,,0.63
08-04-2018,0.12,0.18,0.03,0.03,0.03,,,,,0.39
09-04-2018,0.03,0.09,0.03,,,,,,,0.15
10-04-2018,,,0.04,0.21,,,,,,0.25
11-04-2018,0.09,,,0.03,,0.03,,,,0.15
12-04-2018,,,0.03,0.06,,,,,,0.09
15-04-2018,0.09,0.03,0.03,0.09,0.09,,,,,0.33
16-04-2018,0.06,,,0.09,,,,,,0.15
17-04-2018,0.06,0.03,,0.12,,,,,,0.21
18-04-2018,,,0.03,,,,,,,0.03
19-04-2018,0.06,,0.03,,0.03,,,,,0.12
20-04-2018,,0.03,,0.09,0.03,0.03,,,,0.18
21-04-2018,0.03,0.06,0.03,0.12,,,,,,0.24
22-04-2018,0.03,0.03,,0.09,0.06,0.06,,,,0.27
23-04-2018,,0.06,0.06,0.03,,0.03,,,,0.18
24-04-2018,,0.03,,0.03,0.03,,,,,0.09
25-04-2018,0.09,0.06,0.06,,0.03,,,,,0.24
26-04-2018,0.03,,,0.03,0.03,,,,,0.09
27-04-2018,0.06,0.03,,,0.06,,,,,0.15
28-04-2018,0.09,0.03,0.03,0.15,,,,,,0.3
29-04-2018,0.09,0.03,,0.03,0.06,0.03,,,,0.24
30-04-2018,0.06,0.09,0.06,,0.06,0.04,,,,0.31
01-05-2018,0.06,0.09,0.03,0.03,0.12,,,,,0.33
03-05-2018,0.06,0.06,0.06,0.06,0.06,0.04,,,,0.34
04-05-2018,0.09,0.03,0.03,0.12,,0.19,,,,0.46
05-05-2018,0.09,0.06,0.09,,0.09,,,,,0.33
06-05-2018,0.09,,,,0.15,,,,,0.24
07-05-2018,0.21,0.18,0.24,0.12,0.27,0.06,,,,1.08
09-05-2018,0.15,,,0.03,0.15,,0.77,,,1.1
10-05-2018,0.03,0.03,,,0.06,0.03,,,,0.15
11-05-2018,,,0.03,0.06,0.12,0.03,,,,0.24
12-05-2018,,0.12,0.03,,0.03,,,,,0.18
13-05-2018,0.03,0.09,,0.09,,,,,,0.21
14-05-2018,0.09,,0.06,,,,,,,0.15
15-05-2018,0.24,0.06,,0.12,,,,,,0.42
16-05-2018,,0.06,,,,,,,,0.06
17-05-2018,0.03,,0.03,,,,,,,0.06
18-05-2018,0.09,,0.03,0.06,,,,,,0.18
20-05-2018,,,0.06,0.03,0.03,,,,,0.12
21-05-2018,0.03,0.03,,,,,,0.03,0.03,0.12
22-05-2018,0.12,,,0.03,,,,,,0.15
23-05-2018,,0.03,,,,0.06,,,,0.09
24-05-2018,0.03,0.09,,,0.12,,,,,0.24
25-05-2018,0.12,0.06,0.03,0.03,0.12,0.03,,,,0.39
26-05-2018,0.06,0.03,,0.06,0.09,,,,,0.24
28-05-2018,0.09,,,0.03,0.12,,,,,0.24
29-05-2018,0.06,,,,,,,,,0.06
30-05-2018,,0.03,,,0.06,0.03,0.71,,,0.83
31-05-2018,0.09,0.06,0.03,0.03,0.03,,,,,0.24
01-06-2018,0.06,,,0.12,0.03,,,,,0.21
03-06-2018,0.03,0.09,0.06,0.03,0.06,0.03,,,,0.3
04-06-2018,0.03,0.03,0.03,,0.09,,,,,0.18
06-06-2018,0.03,,,,0.03,,,,,0.06
07-06-2018,0.03,,0.03,,,0.03,,,,0.09
08-06-2018,,,,0.06,,0.06,,,,0.12
09-06-2018,,0.03,0.09,,,,,,,0.12
10-06-2018,0.06,0.12,,0.03,0.12,,,,,0.33
11-06-2018,0.09,,,,0.06,,,,,0.15
12-06-2018,0.03,0.03,0.09,0.27,0.06,0.03,,,,0.51
13-06-2018,0.06,0.12,,,0.06,,,,,0.24
14-06-2018,0.06,0.06,,,,,,,,0.12
15-06-2018,,,,0.03,0.09,,,,,0.12
16-06-2018,0.03,,,,,0.03,,,,0.06
17-06-2018,0.03,0.06,,,0.15,0.04,,,,0.28
18-06-2018,0.18,,0.03,,0.18,,,,,0.39
19-06-2018,0.09,0.18,,0.06,0.03,0.12,,,,0.48
21-06-2018,0.06,0.06,0.03,,,,,,,0.15
22-06-2018,,0.06,0.03,0.06,0.12,0.03,,,,0.3
23-06-2018,,,,0.06,0.06,0.03,,,,0.15
24-06-2018,0.15,0.06,,,0.09,0.12,,,,0.42
25-06-2018,0.06,0.06,,,0.03,,,,,0.15
27-06-2018,,0.12,,,,0.03,,,,0.15
28-06-2018,0.03,0.03,,,0.06,0.04,,,,0.16
29-06-2018,0.03,0.03,,,0.18,0.03,,,,0.27
30-06-2018,,,,,0.12,,,,,0.12
01-07-2018,0.09,0.03,,,,0.03,,,,0.15
02-07-2018,0.15,,0.06,0.06,,,,,,0.27
03-07-2018,0.06,0.03,0.06,0.03,0.03,,,,,0.21
04-07-2018,,0.06,0.03,0.06,0.03,0.03,,,,0.21
05-07-2018,0.03,0.03,0.03,0.03,0.03,0.03,,,,0.18
06-07-2018,,0.03,0.06,,0.12,0.03,,,,0.24
07-07-2018,0.06,0.12,,,0.15,,,,,0.33
08-07-2018,0.03,0.03,,0.03,,,,,,0.09
09-07-2018,0.03,,0.03,,0.06,,,,,0.12
10-07-2018,0.03,0.03,0.03,,0.03,,,,,0.12
11-07-2018,0.06,0.03,0.09,0.03,0.03,,,,,0.24
12-07-2018,0.09,0.03,0.03,,,,,,,0.15
13-07-2018,,0.06,,,0.06,,,,,0.12
14-07-2018,0.09,0.06,0.06,0.03,0.12,0.12,,,,0.48
17-07-2018,0.03,0.09,,0.04,0.06,0.09,,,,0.31
18-07-2018,0.03,0.06,,,0.03,0.09,,,,0.21
19-07-2018,0.03,,,,0.06,0.03,,,,0.12
20-07-2018,0.09,,,,,,,2.12,,2.21
21-07-2018,0.24,0.09,0.07,0.03,0.06,0.03,,,,0.52
22-07-2018,,0.06,,0.03,,0.04,,,,0.13
23-07-2018,0.06,0.03,,,0.03,,,,,0.12
25-07-2018,0.15,,,0.03,0.03,,,,,0.21
26-07-2018,0.03,,,0.03,,,0.78,,0.18,1.02
27-07-2018,,0.03,,,0.03,,,,,0.06
28-07-2018,,,0.03,,0.03,,,,,0.06
29-07-2018,,,0.03,,,0.03,,,,0.06
30-07-2018,0.18,0.03,,,,0.12,,,,0.33
31-07-2018,0.09,,,,0.03,,,,,0.12
02-08-2018,0.15,0.03,,,,,,,,0.18
03-08-2018,0.12,,0.03,0.03,0.03,,,,,0.21
04-08-2018,0.03,0.03,,0.06,,,,,,0.12
05-08-2018,0.12,0.03,,,0.03,,,,,0.18
06-08-2018,0.18,0.06,,,,,,,,0.24
07-08-2018,0.06,0.06,,0.03,,,,,0.22,0.37
09-08-2018,0.03,,0.03,,,0.06,,,,0.12
10-08-2018,0.03,0.03,,,,,,,,0.06
12-08-2018,,0.03,,0.03,0.06,,,,,0.12
13-08-2018,0.03,0.03,0.09,0.06,0.03,0.03,,,,0.27
14-08-2018,0.06,0.03,,0.06,0.03,,,,,0.18
15-08-2018,0.03,0.03,,0.06,0.09,0.09,,,,0.3
16-08-2018,0.03,0.03,0.06,0.06,,,,,,0.18
17-08-2018,0.06,,0.03,0.03,0.09,0.03,,,,0.24
18-08-2018,0.12,,0.06,,,0.03,,,,0.21
19-08-2018,0.03,0.12,,0.03,0.09,0.03,,,,0.3
23-08-2018,0.09,0.15,0.03,0.03,,0.03,,,,0.33
24-08-2018,,0.03,0.03,0.04,0.36,,,,,0.46
25-08-2018,0.21,0.03,,0.03,0.06,,,,,0.33
26-08-2018,0.33,,0.03,0.03,0.03,,,,,0.42
27-08-2018,0.21,0.03,,,0.42,0.03,,,,0.69
29-08-2018,0.12,0.03,,,0.12,,,,,0.27
30-08-2018,0.03,,,,0.21,,,,,0.24
01-09-2018,0.06,,,,0.09,,,,,0.15
02-09-2018,,,,,0.15,,,,,0.15
03-09-2018,0.24,0.03,,,0.03,,,,,0.3
04-09-2018,0.21,0.03,,,0.06,,,,,0.3
07-09-2018,0.03,,0.03,,0.09,,,,,0.15
08-09-2018,0.03,0.12,,,0.06,0.06,,,,0.27
10-09-2018,0.09,0.03,,,0.03,,,,,0.15
11-09-2018,0.09,0.06,0.03,,0.06,,,,,0.24
12-09-2018,0.03,0.09,,,0.06,0.03,,,,0.21
14-09-2018,0.12,0.03,0.03,0.06,0.12,0.03,,,,0.39
15-09-2018,0.06,0.06,0.06,,0.12,,,,,0.3
16-09-2018,,,0.03,,0.06,,,,,0.09
17-09-2018,0.03,,,,0.03,0.03,,,,0.09
18-09-2018,0.03,,,,0.06,,,,,0.09
19-09-2018,,0.03,,,0.12,0.03,,,,0.18
21-09-2018,,0.03,,,0.06,,,,,0.09
22-09-2018,0.06,0.06,0.17,0.03,,,,,,0.32
23-09-2018,0.09,,,0.03,,,,,,0.12
24-09-2018,0.03,0.09,,0.07,,,,,,0.19
25-09-2018,0.06,0.15,,,,,,,,0.21
28-09-2018,,0.03,,0.03,,,,,,0.06
29-09-2018,0.03,0.06,,,,0.07,,,,0.16
04-10-2018,0.03,0.06,0.03,0.03,0.09,,,,,0.24
05-10-2018,,0.03,,,0.09,,,,,0.12
06-10-2018,0.06,0.06,,0.03,0.12,,,,,0.27
07-10-2018,0.09,0.03,,,0.12,,,,,0.24
08-10-2018,0.06,0.03,0.03,,0.03,0.03,,,,0.18
09-10-2018,0.06,0.09,0.03,0.03,0.03,0.03,,,,0.27
10-10-2018,0.06,0.12,,0.09,,,,,,0.27
11-10-2018,0.03,0.06,,,0.03,,,,,0.12
12-10-2018,,,,,,0.12,,,,0.12
13-10-2018,0.06,0.12,0.03,0.06,0.12,0.03,,,,0.42
14-10-2018,0.09,,0.05,,0.03,,,,,0.17
15-10-2018,0.06,,,,,0.03,,,,0.09
16-10-2018,0.06,,,0.03,,,,,,0.09
17-10-2018,0.09,0.09,,,0.03,,,,,0.21
18-10-2018,,0.03,,,,,,,,0.03
19-10-2018,0.06,,,,0.06,,,,,0.12
20-10-2018,0.09,0.06,,,0.12,,,,,0.27
21-10-2018,0.06,0.03,0.04,,0.12,,,,,0.25
22-10-2018,0.12,0.03,,0.06,0.06,,,,,0.27
23-10-2018,0.09,0.21,0.03,0.06,0.03,0.03,,,,0.45
26-10-2018,0.06,0.03,,0.06,0.18,0.03,,,,0.36
27-10-2018,,0.15,,0.03,0.12,,,,,0.3
28-10-2018,0.03,0.03,,,0.15,,,,,0.21
29-10-2018,0.06,,0.03,0.09,0.06,,,,,0.24
01-11-2018,,0.06,,,,0.06,,,,0.12
02-11-2018,0.03,0.09,,,0.03,,,,,0.15
03-11-2018,0.03,0.06,0.03,0.03,0.03,0.03,,,,0.21
04-11-2018,,,,,0.09,,,,,0.09
05-11-2018,0.03,,0.03,0.03,0.09,0.06,,,,0.24
06-11-2018,0.03,,,,,,,,,0.03
07-11-2018,0.09,0.06,,,0.03,0.04,,,,0.22
10-11-2018,0.03,0.03,,0.03,0.09,,,,,0.18
12-11-2018,,0.03,,,,0.03,0.85,,,0.91
14-11-2018,0.42,,,,0.03,,,,,0.45
16-11-2018,0.03,0.33,,,0.09,,,,,0.45
18-11-2018,,0.03,,0.03,0.18,,,,,0.24
19-11-2018,0.12,,,,0.06,0.03,,,,0.21
25-11-2018,0.12,0.15,,0.03,0.42,,,,,0.72
26-11-2018,0.03,0.12,,0.03,,,,,,0.18
27-11-2018,0.03,0.12,,0.03,0.03,0.03,,0.69,,0.93
28-11-2018,0.03,0.09,,,0.09,0.06,,,,0.27
29-11-2018,0.27,,0.03,,0.03,0.12,,,,0.45
30-11-2018,0.39,0.06,0.03,0.75,0.12,1.15,,,,2.5
01-12-2018,0.18,0.15,,0.09,0.15,,,,,0.57
02-12-2018,0.45,0.09,0.03,0.12,,0.09,,,,0.78
03-12-2018,0.06,0.03,0.03,0.09,0.03,,,,,0.24
05-12-2018,0.03,,0.03,,0.03,,,,,0.09
06-12-2018,0.12,,0.06,0.03,0.09,,,,,0.3
08-12-2018,0.06,0.06,,0.03,0.06,0.03,,,,0.24
09-12-2018,0.06,0.09,,0.03,0.12,,,,,0.3
10-12-2018,0.18,0.06,,0.03,0.42,,,,,0.69
11-12-2018,0.18,0.15,0.06,,0.06,0.03,,,,0.48
12-12-2018,0.18,,,0.03,0.03,,,,,0.24
13-12-2018,0.03,0.06,0.06,0.03,0.06,0.48,,,,0.72
16-12-2018,0.06,0.03,0.03,,0.03,,,,,0.15
17-12-2018,0.09,0.03,,,0.03,0.03,,,,0.18
18-12-2018,0.09,0.06,,,0.72,,,,,0.87
19-12-2018,0.03,0.12,0.06,,0.03,,,,,0.24
20-12-2018,0.12,,0.03,,0.03,0.04,,,,0.22
21-12-2018,0.15,0.15,0.03,0.03,0.09,0.03,,,,0.48
22-12-2018,0.06,0.03,0.03,,,,0.18,,,0.3
23-12-2018,0.09,0.21,,0.03,,,,,,0.33
24-12-2018,0.84,0.06,0.06,0.06,0.09,,,,,1.11
25-12-2018,0.12,0.03,,,0.03,,0.89,,,1.07
26-12-2018,0.06,0.03,,,,0.06,,,,0.15
27-12-2018,0.06,0.03,,0.06,0.06,,,,,0.21
28-12-2018,0.03,0.06,0.09,0.06,0.09,,,,,0.33
29-12-2018,0.15,0.09,,,0.15,,,,,0.39
30-12-2018,0.03,0.03,0.03,,0.09,0.03,,,,0.21
31-12-2018,0.06,0.03,0.06,0.06,0.24,0.03,,,,0.48
01-01-2019,0.06,0.03,,,0.24,0.06,,,,0.39
02-01-2019,0.18,0.24,0.12,0.18,0.3,0.06,,,,1.08
03-01-2019,0.06,0.21,,0.09,0.09,0.03,,,,0.48
04-01-2019,0.09,0.06,0.03,0.09,0.21,,,,,0.48
05-01-2019,,,,0.39,0.09,,,,,0.48
06-01-2019,,0.03,,0.18,0.12,,,,,0.33
07-01-2019,0.06,0.33,0.06,,0.18,,,,,0.63
08-01-2019,0.06,0.09,,0.06,0.06,0.03,,,,0.3
09-01-2019,0.06,0.12,,,0.12,,,,,0.3
10-01-2019,0.06,0.18,,0.03,0.09,,,,,0.36
11-01-2019,0.03,0.03,,0.03,0.06,,,,,0.15
12-01-2019,0.03,0.12,,,0.09,0.03,,,,0.27
13-01-2019,,,,0.06,0.18,,,,,0.24
14-01-2019,,0.09,0.03,,,0.06,,,,0.18
15-01-2019,0.06,0.09,0.03,0.06,0.03,,,,,0.27
17-01-2019,0.06,0.12,0.03,0.09,0.03,0.03,,,,0.36
18-01-2019,0.03,0.09,,0.09,0.03,0.03,,,,0.27
19-01-2019,0.21,0.36,0.03,0.15,0.03,,,,,0.78
20-01-2019,,,0.06,0.06,,,,,,0.12
21-01-2019,0.03,0.03,,0.09,0.06,0.03,,,,0.24
23-01-2019,0.15,0.03,,0.03,0.03,0.06,,,,0.3
25-01-2019,0.15,0.45,,0.42,0.03,0.03,,,,1.08
26-01-2019,0.15,,,0.06,,0.03,,,,0.24
27-01-2019,0.06,,0.03,0.03,,,,,,0.12
28-01-2019,0.03,0.09,0.06,0.03,0.03,,,,,0.24
29-01-2019,0.06,0.15,0.03,0.06,0.03,0.03,,,,0.36
31-01-2019,0.06,0.03,0.03,0.03,0.15,,,,,0.3
01-02-2019,0.03,,,,0.03,0.15,,,,0.21
02-02-2019,0.03,0.03,0.06,0.03,0.12,0.03,,,,0.3
03-02-2019,0.03,0.03,0.03,0.06,0.24,,,,,0.39
04-02-2019,0.09,,,,0.18,,,,,0.27
05-02-2019,0.12,0.15,,0.03,,,,,,0.3
07-02-2019,0.06,0.18,0.03,0.06,0.06,,,,,0.39
08-02-2019,,0.09,0.03,,0.09,,,,,0.21
09-02-2019,0.09,0.06,0.03,,,,,,,0.18
12-02-2019,,0.09,0.12,0.03,,0.03,,,,0.27
13-02-2019,0.09,0.06,,0.21,,0.03,,,,0.39
15-02-2019,,0.03,,,0.15,,,,,0.18
16-02-2019,0.12,0.06,0.99,,0.09,0.42,,,,1.68
17-02-2019,,0.03,,0.06,,0.03,,,,0.12
18-02-2019,0.09,0.09,0.3,0.03,,0.54,,,,1.05
22-02-2019,0.09,0.06,0.03,0.09,0.06,0.06,,,,0.39
24-02-2019,0.39,0.06,,0.75,0.06,,,,,1.26
25-02-2019,0.18,,,0.03,,,,,,0.21
26-02-2019,0.18,,,0.3,,,,,,0.48
27-02-2019,0.09,,,0.33,,,,,,0.42
28-02-2019,0.33,,,0.03,,,,,,0.36
01-03-2019,0.03,,,0.15,0.03,,,,,0.21
02-03-2019,,0.09,,0.09,0.24,0.33,,,,0.75
03-03-2019,0.03,0.09,0.33,0.06,,,,,,0.51
04-03-2019,,0.27,,,0.06,,,,,0.33
06-03-2019,0.09,,0.09,0.06,0.03,,,,,0.27
07-03-2019,0.03,,0.12,,0.9,,,,,1.05
08-03-2019,,,,0.03,0.39,,,,,0.42
09-03-2019,,,0.03,,0.06,0.15,,,,0.24
10-03-2019,0.24,,,0.15,0.09,,,,,0.48
11-03-2019,0.66,0.03,,0.09,0.63,,,,,1.41
12-03-2019,2.13,0.45,,0.27,,,,,,2.85
14-03-2019,,,0.03,0.09,0.03,,,,,0.15
15-03-2019,,,,0.18,0.06,,,,,0.24
16-03-2019,,,0.3,0.15,,,,,,0.45
17-03-2019,0.03,0.03,0.18,0.06,,0.66,,,,0.96
18-03-2019,,0.03,0.03,0.06,0.03,,,,,0.15
19-03-2019,0.06,0.03,,0.06,0.03,0.04,,,,0.22
20-03-2019,,,,,0.03,0.33,,,,0.36
21-03-2019,0.06,,,,0.03,,,,,0.09
22-03-2019,0.21,0.06,0.03,,0.03,,,,,0.33
25-03-2019,0.09,,,0.09,0.06,0.03,,,,0.27
27-03-2019,0.15,,,0.03,,0.33,,,,0.51
28-03-2019,0.06,,,0.06,,,,,,0.12
31-03-2019,0.15,0.75,0.03,0.06,0.03,0.06,,,,1.08
02-04-2019,0.03,0.03,,0.12,0.03,,,,,0.21
04-04-2019,0.06,0.03,,0.09,0.03,,,,,0.21
05-04-2019,0.03,,,0.06,0.03,,,,,0.12
06-04-2019,,0.03,0.03,0.03,,0.05,,,,0.14
07-04-2019,0.03,,0.03,0.15,0.15,0.03,,,,0.39
08-04-2019,0.12,,0.04,0.63,0.42,0.05,,,,1.26
10-04-2019,0.06,0.03,0.04,0.06,0.03,0.04,,,,0.26
11-04-2019,0.03,0.03,,0.03,0.6,,,,,0.69
12-04-2019,0.54,0.45,,0.51,0.48,,,,,1.98
13-04-2019,0.06,0.03,,0.18,,,,,,0.27
14-04-2019,0.15,0.03,0.03,,0.06,0.03,,,,0.3
15-04-2019,0.09,0.03,,0.03,0.03,,,,,0.18
16-04-2019,0.15,0.03,0.03,0.03,,0.03,,,,0.27
18-04-2019,1.5,,0.06,,0.03,,,,,1.59
19-04-2019,0.66,0.03,,0.03,0.03,,,,,0.75
20-04-2019,,0.06,,,,0.03,,,,0.09
21-04-2019,0.03,0.18,0.03,0.06,,0.03,,,,0.33
22-04-2019,,0.09,,0.09,0.87,,,,,1.05
23-04-2019,,0.06,,0.03,,,,,,0.09
25-04-2019,,0.33,0.04,,,,,,,0.37
27-04-2019,0.09,0.03,0.06,0.09,,,,,,0.27
29-04-2019,,0.12,,0.15,0.06,,,,,0.33
30-04-2019,0.09,,,0.09,0.03,,,,,0.21
01-05-2019,0.03,0.06,,0.09,,,,,,0.18
02-05-2019,0.03,0.03,,0.03,,0.06,,,,0.15
03-05-2019,0.03,0.12,0.03,0.09,0.03,0.03,,,,0.33
04-05-2019,,0.06,,0.12,,,,,,0.18
07-05-2019,,0.03,0.09,,0.06,0.12,,,,0.3
08-05-2019,,0.03,,,0.03,,0.19,,,0.25
09-05-2019,,,0.03,0.03,0.06,,,,,0.12
10-05-2019,,0.03,,,0.06,0.03,,,,0.12
11-05-2019,0.03,0.06,,0.03,0.06,,,,,0.18
13-05-2019,0.03,,,0.03,0.06,,,,,0.12
15-05-2019,0.03,0.03,0.03,0.03,,,,,,0.12
16-05-2019,0.06,,,0.03,0.03,,,,,0.12
19-05-2019,0.54,,,,0.9,,,,,1.44
21-05-2019,,0.09,,0.03,,,,,,0.12
23-05-2019,,0.03,,,0.03,0.04,,,,0.1
24-05-2019,0.06,0.09,0.03,0.06,0.06,,,,,0.3
25-05-2019,0.03,0.09,0.03,0.18,,,,,,0.33
26-05-2019,0.03,,,0.12,0.06,,,,,0.21
29-05-2019,,0.06,,0.06,,,,,,0.12
30-05-2019,,0.06,,,0.03,,,,,0.09
02-06-2019,0.03,0.09,,0.06,,,,,,0.18
04-06-2019,0.03,0.06,0.06,0.03,0.03,,,,,0.21
08-06-2019,0.09,0.03,,,,,,,,0.12
09-06-2019,0.03,,,0.12,,0.09,,,,0.24
10-06-2019,0.06,0.06,,0.12,,,,,,0.24
11-06-2019,,0.06,,0.03,0.6,,,,,0.69
12-06-2019,0.33,0.06,,0.06,0.21,0.03,,,,0.69
14-06-2019,0.03,0.03,,0.03,0.03,,,,,0.12
16-06-2019,,0.09,,0.06,,,,,,0.15
17-06-2019,0.03,0.15,,0.06,,,,,,0.24
19-06-2019,0.99,0.63,0.54,0.57,0.54,0.42,,,0.94,4.63
20-06-2019,0.03,,0.03,0.06,0.09,,,,,0.21
21-06-2019,0.03,0.03,,,0.03,,,,,0.09
22-06-2019,0.03,0.21,,,0.03,,,,,0.27
23-06-2019,0.03,0.36,0.3,,,,,,,0.69
25-06-2019,0.12,0.09,0.03,0.06,0.06,,,,,0.36
26-06-2019,0.03,0.12,,,,,,,,0.15
27-06-2019,,0.06,,0.03,0.06,,,,,0.15
29-06-2019,0.06,0.06,0.03,0.03,0.15,0.03,,,,0.36
30-06-2019,,,,0.03,0.03,,,,,0.06
01-07-2019,,0.03,0.03,,0.15,,,,,0.21
02-07-2019,,,,,,0.03,,,,0.03
03-07-2019,0.03,0.03,,,0.12,,,,,0.18
04-07-2019,,0.09,0.03,0.03,0.09,0.03,,,,0.27
05-07-2019,0.12,0.03,,,0.06,,,,,0.21
07-07-2019,0.12,0.03,,0.09,0.06,,,,,0.3
08-07-2019,0.15,0.03,,0.03,0.06,,,,,0.27
09-07-2019,0.3,,,,0.09,,,,,0.39
10-07-2019,0.03,0.12,0.03,0.03,0.12,0.03,,,,0.36
11-07-2019,0.06,0.12,,,0.42,,,,,0.6
12-07-2019,0.06,0.09,0.03,,0.06,0.27,,,,0.51
14-07-2019,,,,,0.03,,,,,0.03
17-07-2019,,0.06,0.03,,0.03,,,,,0.12
18-07-2019,0.03,0.06,0.03,0.06,0.12,0.03,,,,0.33
19-07-2019,0.09,0.06,0.06,0.12,0.06,,,,,0.39
20-07-2019,0.12,0.06,0.06,0.03,0.03,,,,,0.3
21-07-2019,0.06,,0.03,,0.06,,,,,0.15
22-07-2019,0.06,0.06,,0.03,0.18,,,,,0.33
23-07-2019,,,,,0.51,,,,,0.51
24-07-2019,0.09,0.09,,0.03,0.03,0.03,,,,0.27
25-07-2019,0.06,0.09,,,,0.04,,,,0.19
26-07-2019,0.3,0.33,0.03,0.15,0.15,0.06,,,,1.02
29-07-2019,0.06,0.06,0.03,,0.03,0.03,,,,0.21
01-08-2019,0.09,0.06,0.06,0.06,0.03,,,,,0.3
02-08-2019,0.09,0.06,0.03,0.03,0.06,,,,,0.27
04-08-2019,0.06,,0.03,0.09,0.03,0.03,,,,0.24
06-08-2019,0.09,0.03,,,0.06,,,,,0.18
07-08-2019,,0.06,0.06,0.03,0.03,0.03,,,,0.21
08-08-2019,,,,0.03,,,,,,0.03
10-08-2019,0.15,,,,,,,,,0.15
11-08-2019,,0.06,,0.06,,0.06,,,,0.18
12-08-2019,0.09,,0.03,,,,,,,0.12
13-08-2019,,,,1.08,0.06,0.03,,,,1.17
14-08-2019,0.03,,,,,0.06,,,,0.09
16-08-2019,0.06,0.03,,,0.06,0.03,,,,0.18
18-08-2019,0.12,0.03,0.06,,0.09,,,,,0.3
19-08-2019,0.12,0.03,,0.18,,,,,,0.33
20-08-2019,0.09,0.03,0.03,,0.03,,,,,0.18
21-08-2019,,0.06,,0.06,,0.03,,,,0.15
22-08-2019,0.09,,,,,,,,,0.09
23-08-2019,0.06,0.09,0.03,0.03,0.18,,,,,0.39
25-08-2019,0.03,0.06,0.09,,0.03,,,,,0.21
26-08-2019,0.21,,,0.06,0.03,,,,,0.3
27-08-2019,0.06,0.09,0.03,,0.03,0.03,,,,0.24
28-08-2019,0.06,0.03,0.03,0.03,0.06,,,,,0.21
29-08-2019,0.09,,,,,0.03,,,,0.12
01-09-2019,0.36,0.03,0.06,0.09,0.06,,,,,0.6
02-09-2019,0.33,0.03,0.03,,,,,,,0.39
07-09-2019,0.03,0.06,,,0.18,0.03,,,,0.3
08-09-2019,,0.15,,,0.15,,,,,0.3
09-09-2019,,,,,0.06,0.03,,,,0.09
14-09-2019,0.03,0.18,0.03,0.12,,,,,,0.36
15-09-2019,,,0.06,,0.06,,,,,0.12
16-09-2019,0.06,0.12,0.03,,0.09,,,,,0.3
17-09-2019,0.09,0.03,,0.03,,,,,,0.15
21-09-2019,0.15,0.03,0.06,,0.09,0.03,,,,0.36
22-09-2019,,0.03,0.03,,0.03,,,,,0.09
23-09-2019,0.09,0.03,0.03,,0.12,,,,,0.27
25-09-2019,0.09,,0.03,0.03,,0.27,,,,0.42
26-09-2019,,0.09,,0.03,0.03,,,,,0.15
01-10-2019,0.03,,0.06,,0.09,0.06,,,,0.24
02-10-2019,0.06,,0.03,,,,,,,0.09
04-10-2019,0.06,0.06,,0.09,,,,,,0.21
09-10-2019,0.03,0.09,0.03,0.03,0.03,0.03,,,,0.24
10-10-2019,,0.12,0.48,,,,,,,0.6
11-10-2019,0.03,0.03,0.03,,,0.27,,,,0.36
12-10-2019,,0.03,0.06,,,,,,,0.09
13-10-2019,,0.06,0.06,0.06,0.03,0.03,,,,0.24
17-10-2019,0.06,0.03,0.03,0.03,0.06,0.03,,,,0.24
19-10-2019,0.06,0.03,0.06,,1.44,,,,,1.59
