date,0.txt,1.txt,2.txt,3.txt,4.txt,5.txt,6.txt,7.txt,8.txt,562430_Compiled_0.csv
20-02-2017,0.05,,,,0.11,,,,,0.16
21-02-2017,0.1,0.03,,,0.03,,,,,0.16
22-02-2017,,0.05,0.06,0.17,0.12,0.15,,,,0.55
23-02-2017,0.61,0.07,,,0.69,,,,,1.37
24-02-2017,0.36,0.04,,,0.05,,,,,0.45
25-02-2017,0.03,0.16,0.1,,0.26,0.07,,,,0.62
26-02-2017,0.3,0.23,0.06,0.13,0.3,0.11,1.28,,,2.41
27-02-2017,0.12,0.18,,0.12,0.05,,,,,0.47
28-02-2017,0.11,0.03,0.04,,,,,,,0.18
01-03-2017,,0.1,0.05,,0.17,,,,,0.32
02-03-2017,,0.05,,,0.24,,,,,0.29
03-03-2017,0.03,,0.11,,0.05,0.14,,,,0.33
04-03-2017,0.1,0.1,0.15,0.07,0.54,0.05,,,,1.01
05-03-2017,0.03,0.03,0.06,0.1,,0.05,,,,0.27
06-03-2017,,0.04,0.05,0.09,0.03,0.05,,,,0.26
07-03-2017,,0.05,,0.41,0.03,,,,,0.49
08-03-2017,0.03,0.1,,0.86,0.03,0.06,,,,1.08
09-03-2017,0.17,0.55,0.07,0.09,,0.07,,,,0.95
10-03-2017,0.09,,,,,0.06,,,,0.15
11-03-2017,0.04,,,0.09,0.16,0.06,,,,0.35
12-03-2017,0.04,,0.1,,0.25,0.06,,,,0.45
13-03-2017,0.18,0.06,,0.24,0.24,0.16,,,,0.88
14-03-2017,0.12,0.06,,0.05,0.03,,0.64,,,0.9
15-03-2017,0.06,0.05,,0.05,0.12,0.04,,,,0.32
16-03-2017,0.09,0.06,0.11,0.06,,,,,,0.32
17-03-2017,0.42,0.07,0.07,0.05,0.06,0.17,,,,0.84
18-03-2017,0.04,0.06,,,0.12,,,,,0.22
19-03-2017,0.52,,0.03,,0.21,0.03,,,,0.79
20-03-2017,,0.07,0.06,0.06,0.12,,,,,0.31
21-03-2017,,0.06,0.11,0.07,0.21,0.06,,,,0.51
22-03-2017,,,,0.09,0.09,0.18,,,,0.36
23-03-2017,,0.17,,,0.14,0.06,,,,0.37
24-03-2017,0.09,,,,0.1,0.06,,,,0.25
25-03-2017,0.16,0.05,0.1,0.12,0.03,0.21,,,,0.67
26-03-2017,1.18,,0.06,,0.09,,,,,1.33
27-03-2017,0.56,0.16,0.07,,0.16,0.06,,,,1.01
28-03-2017,1.32,0.24,0.04,,,0.06,,,,1.66
29-03-2017,,0.05,0.08,,,0.04,,,,0.17
30-03-2017,,0.22,0.04,0.07,,0.04,,,,0.37
31-03-2017,,0.22,0.1,0.16,0.13,0.14,0.66,,,1.41
01-04-2017,,0.09,,,,0.08,,,,0.17
02-04-2017,,0.11,0.04,,0.03,,,,,0.18
03-04-2017,,0.13,0.04,,,,,,,0.17
04-04-2017,,0.35,0.11,0.08,0.05,,,,,0.59
05-04-2017,0.06,0.06,0.03,,,0.06,,,,0.21
06-04-2017,0.05,0.03,0.04,,0.06,,,,,0.18
07-04-2017,0.03,0.12,0.36,0.33,0.03,,,,,0.87
08-04-2017,0.32,0.04,0.15,0.03,,,,,,0.54
09-04-2017,,0.04,0.15,0.03,0.13,,,,,0.35
10-04-2017,,0.07,0.14,,0.11,,,,,0.32
11-04-2017,,0.05,0.04,,0.06,,,,,0.15
12-04-2017,,0.15,,,,,,,,0.15
13-04-2017,,0.24,,0.05,0.05,0.06,,,,0.4
14-04-2017,,0.19,,,,0.05,,,,0.24
15-04-2017,0.11,0.32,0.15,0.13,0.19,0.17,,,,1.07
16-04-2017,,0.2,,0.06,,0.04,,,,0.3
17-04-2017,,0.1,0.04,0.06,0.05,0.14,,,,0.39
18-04-2017,,0.1,0.04,0.04,,0.1,,,,0.28
19-04-2017,0.11,0.04,,,0.06,0.05,,,,0.26
20-04-2017,,,,,0.06,0.05,,,,0.11
21-04-2017,,,0.15,0.04,0.05,0.05,,,,0.29
22-04-2017,0.06,0.05,0.05,,0.39,0.07,,,,0.62
23-04-2017,0.1,,0.05,,0.13,,,,,0.28
24-04-2017,0.09,,,,0.04,,,,,0.13
25-04-2017,0.16,,,,,,,,,0.16
26-04-2017,,0.1,,0.04,0.03,,,,,0.17
27-04-2017,0.18,0.11,,0.03,0.16,0.06,,,,0.54
28-04-2017,0.06,0.04,0.06,,0.09,0.1,1.79,,,2.14
29-04-2017,,0.1,,0.07,,0.04,,,0.12,0.33
30-04-2017,0.11,0.03,0.03,0.06,0.04,,,,,0.27
01-05-2017,0.06,,0.06,0.05,0.09,,,,,0.26
02-05-2017,,0.09,0.06,0.04,0.14,,,,,0.33
03-05-2017,0.03,,0.04,,0.14,,,,0.19,0.4
04-05-2017,,0.04,,,0.16,0.06,,,,0.26
05-05-2017,0.03,,0.1,,0.04,0.06,,,,0.23
06-05-2017,0.15,0.11,0.03,,0.09,0.09,,,0.83,1.3
07-05-2017,0.16,,,,,0.06,,,,0.22
08-05-2017,0.03,,0.14,0.03,0.03,,,,,0.23
09-05-2017,0.04,0.05,,0.07,,,,,,0.16
10-05-2017,,,0.06,,,,,,,0.06
11-05-2017,0.03,0.07,,,,,,,,0.1
12-05-2017,0.07,0.16,,0.03,0.11,,,,,0.37
13-05-2017,0.05,0.13,,0.06,0.16,,,,,0.4
14-05-2017,0.03,0.09,0.06,0.03,0.05,,,,,0.26
15-05-2017,,,0.09,0.16,,,,0.28,,0.53
16-05-2017,0.05,0.12,0.16,0.16,,0.03,,,,0.52
17-05-2017,0.06,0.07,0.07,0.05,,,,,,0.25
18-05-2017,0.03,0.05,,0.07,0.03,,,0.31,,0.49
19-05-2017,0.07,0.2,,,0.1,,,,,0.37
20-05-2017,0.03,0.09,,0.11,,0.06,,0.16,0.08,0.53
21-05-2017,0.05,0.07,,,0.21,,,,,0.33
22-05-2017,,0.08,0.04,,0.21,0.06,,,,0.39
23-05-2017,0.06,,,,0.06,0.05,,,,0.17
24-05-2017,,0.09,,,0.03,,,,,0.12
25-05-2017,0.04,0.04,0.04,,0.06,0.08,,,,0.26
26-05-2017,,0.1,,0.05,0.18,0.03,,,,0.36
27-05-2017,0.12,0.12,0.11,,0.06,,,0.12,,0.53
28-05-2017,0.21,0.31,0.06,,1.29,1.29,,,0.08,3.24
29-05-2017,0.15,0.1,0.1,,0.09,,,,,0.44
30-05-2017,0.07,0.03,,,0.07,,,,,0.17
31-05-2017,0.1,0.06,0.05,0.04,,0.16,,,,0.41
01-06-2017,0.3,0.05,0.04,0.03,0.03,,,,0.1,0.55
02-06-2017,0.08,0.03,0.04,,,,,,,0.15
03-06-2017,0.06,0.03,0.08,0.1,0.11,,,,,0.38
04-06-2017,0.13,0.08,,,0.03,0.07,,0.1,,0.41
05-06-2017,,,0.04,,0.06,0.06,,,0.3,0.46
06-06-2017,0.09,0.06,,,0.03,,,,,0.18
07-06-2017,0.05,0.04,,,0.09,,,,,0.18
08-06-2017,,,0.2,0.06,,0.18,4.48,,,4.92
09-06-2017,0.09,0.05,,0.05,0.14,,,,,0.33
10-06-2017,0.08,,,,0.09,,,,,0.17
11-06-2017,0.03,0.25,0.08,,,,,,0.5,0.86
12-06-2017,0.23,0.06,,0.06,,,,,,0.35
13-06-2017,0.17,,0.04,0.23,,,,,,0.44
14-06-2017,0.14,0.04,0.11,0.07,0.09,0.08,,0.1,,0.63
15-06-2017,0.05,0.06,,,0.03,,,0.15,,0.29
16-06-2017,0.03,0.13,0.06,0.14,0.13,,,,0.04,0.53
17-06-2017,0.04,0.04,,0.06,0.08,0.06,,,,0.28
18-06-2017,,0.04,0.05,,,,,,,0.09
19-06-2017,,0.1,0.16,0.03,,,,,,0.29
20-06-2017,0.03,,,,,0.07,,,,0.1
21-06-2017,,0.03,,0.08,0.04,0.03,,,,0.18
22-06-2017,0.09,0.16,0.06,0.04,0.06,,,,,0.41
23-06-2017,,0.04,0.06,0.14,0.15,0.42,,,,0.81
24-06-2017,,,0.03,0.11,0.09,0.03,,,,0.26
25-06-2017,0.1,,,0.05,0.03,0.2,,,,0.38
26-06-2017,0.03,,,0.09,0.18,0.06,,,,0.36
27-06-2017,0.06,0.07,0.04,,,,,,,0.17
28-06-2017,,0.11,,,0.09,,,,,0.2
29-06-2017,0.03,0.06,,0.14,0.03,0.07,,,,0.33
30-06-2017,0.08,0.09,0.12,0.06,0.24,0.09,,,,0.68
01-07-2017,0.06,,,,0.08,,,,,0.14
02-07-2017,0.06,,,,0.15,,,,0.23,0.44
03-07-2017,0.06,,0.08,,,,,,,0.14
04-07-2017,0.03,0.19,0.04,,0.2,0.16,,,,0.62
05-07-2017,0.17,0.09,,0.06,0.03,0.05,,,,0.4
06-07-2017,0.18,0.06,0.04,,,,,0.21,,0.49
07-07-2017,0.13,,0.07,,,,,,,0.2
08-07-2017,0.23,,0.18,,0.1,0.32,,,,0.83
09-07-2017,0.17,0.05,,0.19,0.1,,,0.27,0.23,1.01
10-07-2017,0.06,,0.11,0.06,0.1,,,,,0.33
11-07-2017,,0.04,,0.1,,,,,0.28,0.42
12-07-2017,0.05,0.04,,0.04,,,,,,0.13
13-07-2017,,,,0.14,,,,,,0.14
14-07-2017,0.17,0.09,0.17,,0.04,,,,,0.47
15-07-2017,,,0.08,,0.08,,,,,0.16
16-07-2017,,0.11,0.03,,0.07,,,,,0.21
17-07-2017,0.09,,,,0.03,0.05,,,,0.17
18-07-2017,,0.06,,0.04,0.12,,,,,0.22
19-07-2017,0.13,0.06,,0.05,0.09,0.1,,,,0.43
20-07-2017,,0.07,,0.05,0.09,,,,,0.21
21-07-2017,,0.07,,0.07,0.03,,,,,0.17
22-07-2017,,0.08,0.05,0.05,0.09,0.09,,,,0.36
23-07-2017,0.06,0.04,0.05,,0.03,,,,,0.18
24-07-2017,0.21,0.03,,0.11,0.03,,,,,0.38
25-07-2017,0.09,0.03,,0.06,0.03,,,,,0.21
26-07-2017,,0.12,0.09,0.09,0.07,0.03,,,,0.4
27-07-2017,,0.04,,0.13,0.07,,,,,0.24
28-07-2017,0.07,0.03,,,0.03,,,,0.08,0.21
29-07-2017,0.16,0.16,,0.03,,0.03,,,,0.38
30-07-2017,0.06,,0.1,0.09,,,,,,0.25
31-07-2017,0.07,0.09,,0.11,0.14,,,0.27,,0.68
01-08-2017,,0.03,,,0.07,,,,,0.1
02-08-2017,,0.09,,,,0.1,,,,0.19
03-08-2017,,0.09,,,,,,,,0.09
04-08-2017,0.06,0.06,,,0.09,,,,,0.21
05-08-2017,,,,,0.12,0.03,,,,0.15
06-08-2017,0.06,0.04,,,0.06,,,,,0.16
07-08-2017,0.15,0.18,0.18,0.15,0.09,0.09,,,,0.84
08-08-2017,0.06,0.11,0.03,0.05,,0.05,,,,0.3
09-08-2017,0.15,,0.06,0.03,0.03,0.16,,0.31,0.19,0.93
10-08-2017,,,0.27,,0.08,0.05,,,,0.4
11-08-2017,0.08,0.06,0.18,,,,,,,0.32
12-08-2017,0.09,,0.05,0.05,,0.06,,,,0.25
13-08-2017,0.04,,0.03,,0.2,0.18,,,,0.45
14-08-2017,0.19,0.07,0.07,0.07,0.05,,,,,0.45
15-08-2017,,0.03,,,0.06,0.06,,,,0.15
16-08-2017,0.14,0.09,,0.04,0.08,0.11,,,,0.46
17-08-2017,0.07,0.05,0.12,,0.08,,,,,0.32
18-08-2017,0.05,0.11,0.09,0.03,0.16,,,,,0.44
19-08-2017,,0.12,0.07,0.09,0.03,,,,,0.31
20-08-2017,0.12,0.09,0.12,0.2,0.08,0.05,,,0.25,0.91
21-08-2017,0.12,,0.03,0.07,0.12,,,,,0.34
22-08-2017,0.03,0.12,0.04,0.04,0.06,,,,,0.29
23-08-2017,0.08,0.03,,0.04,0.03,,,,,0.18
24-08-2017,0.1,0.15,,0.15,0.6,,,,,1
25-08-2017,0.11,0.06,,0.09,0.27,,,,,0.53
26-08-2017,0.06,0.64,,0.12,0.15,0.04,,,,1.01
27-08-2017,0.1,0.3,0.03,0.09,0.03,,,,,0.55
28-08-2017,0.03,0.04,,,,0.15,,,,0.22
29-08-2017,0.03,0.03,0.1,0.09,0.03,0.06,,,,0.34
30-08-2017,,0.03,0.12,0.03,0.06,,,,,0.24
31-08-2017,,,0.09,,0.03,,,,,0.12
01-09-2017,0.06,0.03,,,0.09,,,,,0.18
02-09-2017,0.15,0.03,0.06,0.18,0.12,,,,,0.54
03-09-2017,0.15,,0.12,0.06,0.03,0.09,,,,0.45
04-09-2017,0.93,0.75,0.06,0.87,0.81,,,,,3.42
05-09-2017,0.15,0.15,,0.03,0.12,0.03,,,,0.48
06-09-2017,0.06,0.15,,,0.12,0.06,,,,0.39
07-09-2017,0.66,,,0.09,0.06,0.03,,,,0.84
08-09-2017,0.03,0.12,0.12,0.15,0.06,0.09,,,,0.57
09-09-2017,0.12,,,0.03,0.15,,,,,0.3
10-09-2017,0.06,,0.03,0.03,0.06,0.15,,,,0.33
11-09-2017,0.03,,0.03,0.03,,0.06,,,,0.15
12-09-2017,,0.06,,0.09,0.03,0.06,,,,0.24
13-09-2017,0.03,,0.03,0.09,0.06,0.06,,0.3,0.3,0.87
14-09-2017,0.06,0.12,0.03,,0.39,0.03,,,,0.63
15-09-2017,0.03,,0.09,0.09,0.03,0.06,,,,0.3
16-09-2017,0.09,0.06,,0.15,0.09,0.03,,,,0.42
17-09-2017,0.21,0.09,0.03,0.03,0.12,0.09,,,,0.57
18-09-2017,0.03,0.06,,,,,,,,0.09
19-09-2017,0.06,0.06,0.03,,0.06,0.03,,,,0.24
20-09-2017,,0.03,,,0.09,0.03,,,,0.15
21-09-2017,,,0.21,0.06,,0.03,,,,0.3
22-09-2017,0.06,0.06,0.03,,0.09,0.06,,,,0.3
23-09-2017,0.06,0.12,0.06,,0.03,,,,,0.27
24-09-2017,0.06,0.15,0.06,,0.12,0.03,,,,0.42
25-09-2017,0.15,0.06,0.03,0.03,0.06,0.09,,,,0.42
26-09-2017,0.06,,0.03,0.06,0.09,,,,,0.24
27-09-2017,0.09,0.06,0.03,0.03,0.09,0.03,,,,0.33
28-09-2017,0.03,0.06,0.03,0.03,0.06,,,,0.61,0.82
29-09-2017,0.12,0.06,0.03,,,0.06,,,,0.27
30-09-2017,0.12,0.42,,0.03,0.24,,,,,0.81
01-10-2017,0.15,,,0.06,0.03,,,,,0.24
02-10-2017,0.03,,0.03,0.06,0.06,,,,,0.18
03-10-2017,0.21,,0.06,0.12,0.21,,,,,0.6
04-10-2017,0.21,,0.03,0.03,0.27,0.24,,,,0.78
05-10-2017,0.18,0.06,0.03,,0.24,0.09,,,,0.6
06-10-2017,0.09,0.24,0.06,0.03,0.15,0.09,,,,0.66
07-10-2017,0.27,0.03,0.24,0.03,0.03,0.03,,,,0.63
08-10-2017,,0.06,0.15,0.03,0.06,0.06,,,,0.36
09-10-2017,0.03,0.06,,0.03,0.03,,2.37,,,2.52
10-10-2017,,0.06,0.03,0.06,,,,,,0.15
11-10-2017,0.03,0.03,,0.12,,0.06,,,,0.24
12-10-2017,0.09,,,0.03,0.06,0.03,,,,0.21
13-10-2017,,0.03,0.06,0.09,0.06,0.03,,,,0.27
14-10-2017,0.15,0.06,0.03,0.06,0.12,0.06,,,,0.48
15-10-2017,,,0.03,0.36,0.03,0.03,,,,0.45
16-10-2017,0.06,,,,,0.06,,,,0.12
17-10-2017,,,,0.03,,0.06,,,,0.09
18-10-2017,,,0.03,0.06,,0.03,,,,0.12
19-10-2017,0.03,0.06,,0.09,,0.06,,,,0.24
20-10-2017,0.09,0.09,0.09,,0.03,0.03,,,,0.33
21-10-2017,0.03,,,0.06,0.12,,,,,0.21
22-10-2017,0.06,0.03,,0.06,0.63,,,,,0.78
23-10-2017,0.09,,0.03,0.03,0.06,0.12,,,,0.33
24-10-2017,0.03,0.03,,,0.12,0.03,,,,0.21
25-10-2017,,,,0.03,0.06,,,,,0.09
26-10-2017,0.09,0.03,,,0.09,,,,,0.21
27-10-2017,0.18,0.09,0.03,0.03,0.12,,,,,0.45
28-10-2017,0.06,0.12,0.12,,0.06,0.06,,,,0.42
29-10-2017,0.03,0.09,,0.06,0.03,0.03,,,,0.24
30-10-2017,0.09,,,0.03,0.03,0.03,,,,0.18
31-10-2017,0.03,0.03,0.03,,0.15,,,,0.31,0.55
01-11-2017,0.09,0.06,0.1,0.06,0.09,0.03,,,,0.43
02-11-2017,0.12,,0.06,0.06,0.09,0.03,,,,0.36
03-11-2017,0.03,0.06,,0.03,,,,,,0.12
04-11-2017,0.03,0.06,,0.03,0.15,0.06,,,,0.33
05-11-2017,0.06,0.12,0.06,0.12,0.03,0.06,,,,0.45
06-11-2017,0.3,0.06,0.06,0.09,0.15,0.15,,,,0.81
07-11-2017,0.06,0.09,,,,0.06,,,,0.21
08-11-2017,0.06,,,0.06,0.03,0.03,,,,0.18
09-11-2017,0.03,0.06,,0.06,0.03,0.03,,,,0.21
10-11-2017,,,,,0.03,0.12,,,,0.15
11-11-2017,,,0.27,,0.09,0.12,,,,0.48
12-11-2017,,,,0.06,0.03,,,,,0.09
13-11-2017,,0.03,0.12,0.03,0.03,0.03,,,,0.24
14-11-2017,,,,0.03,0.09,0.03,,,,0.15
15-11-2017,,,0.12,0.03,0.09,,,,,0.24
16-11-2017,0.12,,0.03,,0.06,,,,,0.21
17-11-2017,0.06,0.06,0.06,0.03,,0.04,,,,0.25
18-11-2017,0.15,0.03,,0.03,,0.04,,,,0.25
19-11-2017,0.03,,0.04,0.12,0.12,,,,,0.31
20-11-2017,,0.09,0.03,0.18,0.03,,,,,0.33
21-11-2017,,,,,0.06,,,,,0.06
22-11-2017,0.12,,,,0.06,,,,,0.18
23-11-2017,0.06,0.03,,,,,,,,0.09
24-11-2017,0.06,,,0.06,,0.03,,,,0.15
25-11-2017,0.03,0.09,0.06,0.09,0.06,,,,,0.33
26-11-2017,0.9,0.09,,,0.12,0.03,,,,1.14
27-11-2017,,0.09,,0.09,0.03,0.03,,,,0.24
28-11-2017,,0.03,0.04,0.03,0.06,0.06,,,,0.22
29-11-2017,0.12,,,0.09,,,,,,0.21
30-11-2017,0.03,0.09,,0.12,0.18,,,,,0.42
01-12-2017,,0.03,,0.06,,,,,,0.09
02-12-2017,0.03,0.06,0.03,0.06,0.09,,,,,0.27
03-12-2017,0.03,0.09,0.03,0.06,0.21,,,,,0.42
04-12-2017,0.03,0.06,,0.12,0.12,0.03,,,,0.36
05-12-2017,,0.06,,0.21,0.06,,,,,0.33
06-12-2017,0.09,0.06,0.09,0.09,0.06,0.09,,,,0.48
07-12-2017,0.06,0.06,,0.03,,0.06,,,,0.21
08-12-2017,0.03,,,0.03,,,,,,0.06
09-12-2017,0.06,0.03,0.06,,0.03,0.03,,,,0.21
10-12-2017,0.09,,,0.12,0.03,0.03,,,,0.27
11-12-2017,0.06,0.03,0.21,0.15,,0.12,,,,0.57
12-12-2017,,0.06,0.09,0.12,0.03,,,,,0.3
13-12-2017,,0.06,0.03,0.12,,0.03,,,,0.24
14-12-2017,,0.03,0.03,,,,,,,0.06
15-12-2017,,0.09,,,0.09,0.09,,,,0.27
16-12-2017,,0.03,0.06,,0.03,,,,,0.12
17-12-2017,,0.09,,0.03,0.09,0.03,,,,0.24
18-12-2017,0.03,0.15,0.15,0.06,0.03,0.06,,,,0.48
19-12-2017,0.06,0.03,0.03,0.03,0.03,0.15,,,,0.33
20-12-2017,0.06,0.03,0.03,,,,,,,0.12
21-12-2017,0.03,,0.03,0.03,0.03,,,,,0.12
22-12-2017,0.18,0.09,0.03,0.06,0.12,0.06,,,,0.54
23-12-2017,0.03,0.12,0.06,0.03,,0.06,,,,0.3
24-12-2017,,0.03,,0.06,0.03,0.06,,,,0.18
25-12-2017,0.15,0.27,0.03,0.69,0.06,0.12,,,,1.32
26-12-2017,,0.12,,0.06,,,,,,0.18
27-12-2017,0.09,0.09,0.06,0.03,0.03,0.06,0.62,,,0.98
28-12-2017,0.09,0.03,0.15,0.03,0.18,0.15,,,,0.63
29-12-2017,0.03,0.03,,0.12,0.12,0.06,,,,0.36
30-12-2017,0.12,,0.03,0.09,,0.03,,0.29,0.2,0.76
31-12-2017,0.06,0.12,0.03,0.06,0.03,0.03,,,,0.33
01-01-2018,,0.06,0.03,,0.06,0.09,,,,0.24
02-01-2018,0.04,,,0.03,0.18,0.15,,,,0.4
03-01-2018,0.27,0.12,0.03,0.15,0.03,0.09,,,,0.69
04-01-2018,0.12,0.27,0.06,,0.06,0.03,,,,0.54
05-01-2018,0.03,0.18,0.06,0.07,0.15,0.09,,,,0.58
06-01-2018,,,,,0.09,0.03,,,,0.12
07-01-2018,0.03,0.06,,,0.21,,,,,0.3
08-01-2018,0.09,,,0.03,,0.15,,,,0.27
09-01-2018,,0.18,0.06,0.03,0.09,,,,,0.36
10-01-2018,0.09,0.03,0.15,0.03,0.06,0.09,,,,0.45
11-01-2018,0.03,0.09,0.03,0.03,0.06,0.06,,,,0.3
12-01-2018,,,,0.34,,,,,,0.34
13-01-2018,0.03,0.09,0.03,0.06,0.06,,,,,0.27
14-01-2018,,,,0.03,0.12,,,,,0.15
15-01-2018,0.04,,0.21,,0.09,,,,,0.34
16-01-2018,0.09,0.03,,,0.04,0.06,,,,0.22
17-01-2018,0.09,0.03,0.09,0.06,0.15,0.15,,,,0.57
18-01-2018,,0.03,,0.12,,0.03,,,0.18,0.36
19-01-2018,0.21,,0.06,,0.06,,,,,0.33
20-01-2018,0.09,0.12,,0.03,0.06,0.09,,,0.22,0.61
21-01-2018,0.03,0.09,,,0.06,,,,,0.18
22-01-2018,,0.03,0.03,0.03,,,,,,0.09
23-01-2018,0.09,,0.06,,0.03,0.09,,,,0.27
24-01-2018,0.06,0.03,,0.03,,0.03,,,,0.15
26-01-2018,0.09,0.06,0.06,0.06,,0.03,,,,0.3
27-01-2018,0.12,,0.06,0.03,0.15,0.06,,,,0.42
28-01-2018,0.15,0.06,0.03,0.03,0.15,0.03,,,,0.45
29-01-2018,0.09,0.03,0.12,0.06,0.06,,,,,0.36
30-01-2018,0.18,,0.03,0.09,0.42,0.09,,,,0.81
31-01-2018,0.12,,,0.06,,0.06,,,,0.24
01-02-2018,,0.03,,0.03,,0.06,,,,0.12
02-02-2018,0.03,0.03,0.06,,,0.03,,,,0.15
03-02-2018,0.03,0.09,0.03,,,0.03,,,,0.18
04-02-2018,0.18,0.09,,0.03,,0.09,,,,0.39
05-02-2018,0.12,,0.06,0.06,0.03,0.03,,,,0.3
06-02-2018,0.03,0.06,0.15,0.12,,,,2.23,,2.59
07-02-2018,,0.09,0.03,0.03,,0.12,,,,0.27
08-02-2018,,0.06,0.03,0.03,0.06,0.03,,,,0.21
09-02-2018,,,0.03,,0.03,0.03,,,,0.09
10-02-2018,0.03,,,0.06,0.06,0.06,,,,0.21
11-02-2018,0.06,0.12,0.09,,0.09,0.03,,,,0.39
12-02-2018,0.15,,0.06,0.06,0.09,0.03,,,,0.39
13-02-2018,0.12,0.03,,0.12,,,,,,0.27
14-02-2018,0.09,,0.03,,0.06,,,,,0.18
15-02-2018,0.09,0.03,,0.03,,0.06,,,,0.21
16-02-2018,0.12,0.12,,,0.15,0.03,,,0.1,0.52
17-02-2018,0.18,0.12,0.12,0.03,,0.09,,,0.21,0.75
18-02-2018,0.12,0.15,0.15,0.03,0.12,0.03,,,,0.6
19-02-2018,0.03,0.03,,,0.09,0.03,,,,0.18
20-02-2018,0.03,0.03,,,0.06,,,,,0.12
21-02-2018,0.03,,0.03,1.08,0.03,0.3,,,,1.47
22-02-2018,0.06,0.03,,0.09,0.09,0.03,,,,0.3
23-02-2018,0.03,0.03,0.03,0.03,0.36,0.2,,4.44,,5.12
24-02-2018,0.12,0.03,,0.03,0.03,,,,,0.21
25-02-2018,0.06,,0.06,0.06,0.09,,,,,0.27
26-02-2018,0.15,0.03,0.06,,0.12,0.06,,,,0.42
27-02-2018,0.03,,0.06,0.15,0.03,,,,,0.27
28-02-2018,0.06,0.03,0.12,0.09,0.03,,,,,0.33
01-03-2018,0.09,0.03,,0.06,0.06,,,,,0.24
02-03-2018,,0.06,0.03,,,,,,,0.09
03-03-2018,0.24,,0.18,0.06,0.03,,,,,0.51
04-03-2018,0.06,0.09,0.06,,0.06,,,,,0.27
