date,dailyTotal_0,dailyTotal_1,dailyTotal_2,dailyTotal_3,dailyTotal_4,dailyTotal_5,dailyTotal_6,dailyTotal_7,dailyTotal_8,227300_Compiled_0.csv
2018-06-11,21.21,,1.16,1.96,6.15,3.67,7.1,10.19,16.18,67.62
2018-06-12,14.97,,1.44,,5.26,3.65,4.28,3.96,4.63,38.190000000000005
2018-06-13,15.54,,1.64,2.18,6.21,4.26,4.290000000000001,7.84,2.99,44.95
2018-06-14,14.06,0.27,0.97,1.54,6.41,3.51,3.3,4.16,6.0600000000000005,40.28
2018-06-15,13.05,0.73,1.21,1.26,5.51,4.3100000000000005,2.65,5.25,11.46,45.43
2018-06-16,27.4,,0.97,0.97,5.66,4.99,8.56,5.8,11.07,65.41999999999999
2018-06-17,17.0,,1.73,1.71,8.9,3.8,2.11,5.199999999999998,8.219999999999999,48.67
2018-06-18,17.04,,1.69,1.52,6.28,3.35,3.0900000000000003,4.9700000000000015,7.46,45.400000000000006
2018-06-19,12.57,,0.77,1.28,4.01,2.9000000000000004,4.130000000000001,4.46,2.96,33.08
2018-06-20,14.41,,0.9,1.61,8.08,2.73,2.55,3.74,14.07,48.09
2018-06-21,16.439999999999998,,1.94,2.08,8.27,4.68,5.17,3.6,4.82,46.99999999999999
2018-06-22,24.38,1.5,2.71,3.39,13.59,6.199999999999998,6.3,10.2,20.6,88.87
2018-06-23,24.94,,2.04,2.34,7.12,5.1099999999999985,8.73,7.61,16.23,74.12
2018-06-24,17.8,,2.55,2.49,7.800000000000002,3.89,4.94,7.719999999999999,9.8,56.989999999999995
2018-06-25,19.77,,1.51,1.83,7.71,5.1099999999999985,8.59,8.51,13.55,66.58
2018-06-26,16.64,0.09,1.38,2.44,7.1099999999999985,4.54,4.8599999999999985,5.96,3.21,46.23
2018-06-27,17.31,,2.45,2.04,7.19,4.88,6.7399999999999975,8.530000000000001,25.29,74.43
2018-06-28,16.45,,1.91,2.02,8.01,4.34,8.53,7.98,8.08,57.31999999999999
2018-06-29,12.27,,1.8,2.19,5.91,3.21,5.960000000000001,5.51,8.75,45.6
2018-06-30,15.48,0.59,1.53,1.09,6.07,3.59,6.03,7.52,8.08,49.980000000000004
2018-07-01,14.490000000000002,,1.27,1.95,4.83,3.79,4.98,3.0700000000000003,,34.38
2018-07-02,15.96,,1.95,2.28,8.61,4.97,8.2,7.85,12.9,62.71999999999999
2018-07-03,16.8,0.9,2.78,2.21,6.84,4.41,8.09,11.1,21.97,75.1
2018-07-04,14.02,,1.42,2.3,5.78,2.8000000000000003,8.030000000000001,5.7799999999999985,5.19,45.31999999999999
2018-07-05,13.4,,1.7000000000000002,2.79,6.4700000000000015,3.4000000000000004,5.49,6.2799999999999985,12.38,51.910000000000004
2018-07-06,8.36,,0.93,1.4300000000000002,3.88,1.9,3.22,2.43,6.41,28.56
2018-07-07,12.28,0.1,,0.93,4.42,3.54,1.29,1.35,4.07,27.979999999999997
2018-07-08,9.499999999999998,,1.09,1.37,3.16,1.87,2.57,4.66,9.25,33.47
2018-07-09,14.04,,1.65,1.33,4.75,2.87,5.59,5.18,7.28,42.69
2018-07-10,12.45,,1.91,1.38,5.15,2.39,7.14,7.83,7.74,45.99
2018-07-11,11.57,,1.08,1.3199999999999998,3.5900000000000003,2.6,3.29,5.98,4.98,34.41
2018-07-12,12.07,,,,4.71,2.66,3.65,5.91,12.510000000000002,41.510000000000005
2018-07-13,10.37,,1.01,1.03,3.1,1.12,3.69,4.1400000000000015,,24.46
2018-07-14,11.62,,1.25,1.3199999999999998,3.62,2.41,3.96,3.56,8.24,35.980000000000004
2018-07-15,12.920000000000002,,1.88,1.14,4.46,2.9000000000000004,4.3900000000000015,7.82,7.6099999999999985,43.120000000000005
2018-07-16,12.02,,1.9,1.32,4.93,3.1,4.6,6.129999999999999,5.73,39.730000000000004
2018-07-17,12.85,,1.78,1.2999999999999998,5.0200000000000005,2.97,5.349999999999999,5.04,11.47,45.78
2018-07-18,11.579999999999998,,1.6800000000000002,1.49,5.339999999999999,2.32,6.26,3.02,4.51,36.199999999999996
2018-07-19,18.84,0.22,1.4,1.73,4.43,2.5700000000000003,5.23,3.6,1.89,39.91
2018-07-20,18.56,,1.51,1.9,4.709999999999999,2.89,3.5200000000000005,4.57,10.41,48.06999999999999
2018-07-21,15.32,,1.8,1.42,5.17,2.88,2.92,2.59,2.26,34.36
2018-07-22,10.64,,0.85,1.82,4.68,2.71,3.77,7.619999999999999,5.199999999999998,37.28999999999999
2018-07-23,15.52,,1.1800000000000002,1.29,5.3100000000000005,3.92,4.6099999999999985,4.0,3.97,39.8
2018-07-24,11.12,0.23,0.95,1.01,3.140000000000001,1.36,3.68,2.37,2.46,26.32
2018-07-25,12.88,,,1.4500000000000002,3.81,1.94,3.08,3.84,,27.0
2018-07-26,11.32,,1.38,1.6,4.4700000000000015,2.33,2.37,5.1,1.48,30.05
2018-07-27,10.65,,1.4500000000000002,1.61,4.69,2.38,3.16,4.07,2.14,30.150000000000002
2018-07-28,8.879999999999997,,1.57,1.43,4.27,2.65,3.75,4.73,5.47,32.75
2018-07-29,9.46,,1.25,1.31,4.11,1.82,3.26,3.02,6.59,30.820000000000004
2018-07-30,9.38,0.46,0.87,1.88,4.65,2.12,1.6,3.8,6.43,31.190000000000005
2018-07-31,8.07,,1.07,1.5699999999999998,2.53,1.93,3.79,7.72,6.72,33.4
2018-08-01,7.85,,0.98,1.21,3.4399999999999995,1.12,0.9,3.22,,18.72
2018-08-02,11.159999999999998,,2.4,1.19,5.27,2.25,1.84,3.01,5.99,33.11
2018-08-03,10.29,,1.9,0.6499999999999999,3.66,2.6,3.33,6.0600000000000005,5.48,33.97
2018-08-04,12.38,0.48,1.24,1.12,2.53,3.01,3.49,5.4,11.93,41.58
2018-08-05,11.32,,2.26,1.26,3.44,3.13,6.3,7.18,5.38,40.27
2018-08-06,17.790000000000006,,1.19,1.77,4.7200000000000015,2.06,5.08,2.75,,35.36000000000001
2018-08-07,10.69,,0.53,0.8500000000000001,3.21,1.89,2.7299999999999995,1.18,7.6,28.68
2018-08-08,9.12,,1.25,0.99,3.0,1.93,4.41,0.8300000000000001,,21.53
2018-08-09,9.830000000000002,,2.26,1.2,4.12,2.7,4.55,4.12,9.14,37.92
2018-08-10,15.130000000000004,,,1.27,5.26,2.22,2.28,4.57,7.59,38.32000000000001
2018-08-11,14.38,,1.4300000000000002,1.37,5.449999999999998,3.28,5.5,6.17,9.85,47.43
2018-08-12,14.999999999999998,,0.94,1.08,3.7,1.7599999999999998,3.02,2.81,,28.31
2018-08-13,18.67,,0.74,,5.44,2.01,4.47,4.54,11.48,47.35000000000001
2018-08-14,18.19,,3.12,1.7999999999999998,5.760000000000002,3.770000000000001,7.57,5.6099999999999985,,45.82
2018-08-15,11.97,,1.19,1.11,4.45,1.24,2.81,3.810000000000001,16.2,42.78
2018-08-16,15.9,,1.38,1.22,4.04,3.1,6.67,6.36,2.13,40.800000000000004
2018-08-17,15.24,,1.16,1.05,4.63,3.48,6.3100000000000005,6.289999999999999,20.61,58.769999999999996
2018-08-18,9.64,,,1.24,4.23,2.01,5.010000000000002,3.53,6.03,31.690000000000005
2018-08-19,11.06,,1.09,1.01,4.760000000000002,2.21,1.67,6.2,2.11,30.11
2018-08-20,15.43,,2.21,1.33,4.94,3.27,3.49,4.49,5.44,40.599999999999994
2018-08-21,14.3,,2.05,0.66,4.49,2.83,5.43,5.28,10.41,45.45
2018-08-22,17.880000000000006,,0.8400000000000001,1.15,4.37,2.31,4.760000000000002,7.17,2.53,41.010000000000005
2018-08-23,14.08,,1.21,1.45,4.47,4.16,3.38,4.6400000000000015,,33.39
2018-08-24,12.81,0.15,0.6699999999999999,1.07,5.0699999999999985,3.52,4.15,5.6099999999999985,7.51,40.559999999999995
2018-08-25,15.239999999999998,,0.79,1.26,5.090000000000002,2.08,5.8199999999999985,4.9,,35.18
2018-08-26,13.179999999999998,,1.1,1.4899999999999998,5.53,3.33,2.4,1.78,7.0299999999999985,35.839999999999996
2018-08-27,12.49,0.14,0.9,1.29,4.4,2.89,4.68,2.51,13.81,43.11
2018-08-28,16.44,,0.48,1.12,4.5,2.83,5.08,3.21,10.7,44.36
2018-08-29,14.71,,1.18,0.99,5.09,3.25,4.55,3.51,,33.28
2018-08-30,12.38,0.36,0.8700000000000001,,5.39,2.22,3.16,5.76,16.22,46.36
2018-08-31,12.06,,0.91,1.3,4.1,2.12,5.82,4.6,,30.91
2018-09-01,12.49,0.11,1.13,1.38,5.159999999999998,2.51,2.84,4.5299999999999985,2.3,32.449999999999996
2018-09-02,17.51,,2.28,,7.47,3.56,4.22,4.94,5.72,45.7
2018-09-03,10.310000000000002,,0.56,,4.51,2.81,2.95,3.1500000000000004,,24.290000000000006
2018-09-04,8.879999999999997,,1.17,1.14,3.9,0.94,1.83,2.34,5.12,25.319999999999997
2018-09-05,9.59,,0.8200000000000001,1.42,4.6000000000000005,2.5600000000000005,3.99,4.93,1.85,29.760000000000005
2018-09-06,11.099999999999998,0.7,2.41,0.94,3.74,3.29,4.18,6.41,10.74,43.51
2018-09-07,9.93,,1.28,1.05,4.82,2.66,3.48,3.3200000000000003,9.81,36.35
2018-09-08,15.73,0.91,1.93,1.57,5.88,3.28,4.34,7.31,4.34,45.290000000000006
2018-09-09,11.34,,0.99,1.25,4.880000000000001,3.87,2.78,2.43,10.65,38.19
2018-09-10,6.3,,0.6699999999999999,0.74,3.18,1.29,4.28,5.0600000000000005,3.95,25.47
2018-09-11,11.32,,0.93,1.1,4.69,2.92,4.62,2.89,2.75,31.220000000000002
2018-09-12,7.030000000000001,,0.8899999999999999,1.13,3.8,2.5500000000000003,2.05,3.45,,20.9
2018-09-13,7.34,0.16,1.11,1.04,2.85,2.23,3.68,2.88,,21.29
2018-09-14,5.7,,0.78,1.05,2.84,1.44,2.14,5.1400000000000015,3.65,22.74
2018-09-15,12.87,,1.05,1.62,5.15,2.68,5.14,7.119999999999999,,35.629999999999995
2018-09-16,9.49,,1.4,0.93,3.77,0.8400000000000001,3.96,3.04,,23.43
2018-09-17,13.26,,1.99,1.22,3.79,3.1,3.98,6.090000000000002,1.7,35.13
2018-09-18,14.18,,2.59,1.3,6.53,4.3900000000000015,4.26,7.439999999999999,6.93,47.62
2018-09-19,7.93,,1.59,1.0499999999999998,5.35,2.13,2.64,4.6,4.949999999999998,30.24
2018-09-20,11.39,,1.49,1.37,5.5200000000000005,3.95,5.8500000000000005,6.21,10.29,46.07
2018-09-21,11.21,1.2,2.04,1.29,5.3599999999999985,3.640000000000001,7.5299999999999985,8.82,7.8,48.88999999999999
2018-09-22,15.4,,2.74,2.39,7.689999999999999,3.8,7.870000000000001,9.89,13.89,63.67
2018-09-23,17.5,0.37,1.44,2.42,7.82,3.92,5.88,7.210000000000001,1.84,48.400000000000006
2018-09-24,13.34,,2.99,1.9,6.920000000000001,3.63,4.59,7.39,4.93,45.690000000000005
2018-09-25,14.26,,1.53,1.27,4.65,2.0,2.68,5.0,3.62,35.01
2018-09-26,10.71,,0.67,1.07,3.66,2.17,3.61,2.1,5.27,29.26
2018-09-27,11.2,,0.8500000000000001,0.94,3.78,1.59,2.1,4.28,2.84,27.58
2018-09-28,18.76,0.28,0.95,1.86,6.29,3.29,4.33,5.07,8.15,48.98
2018-09-29,11.349999999999998,,1.35,1.71,4.46,2.52,3.73,4.41,2.72,32.25
2018-09-30,13.73,,1.3199999999999998,0.75,4.369999999999999,1.83,5.91,9.75,7.27,44.92999999999999
2018-10-01,7.44,,0.93,1.32,3.95,2.78,3.68,6.04,5.51,31.650000000000006
2018-10-02,10.81,,1.08,1.39,3.97,1.35,4.35,3.2,,26.150000000000002
2018-10-03,16.16,,1.21,0.98,5.22,2.97,2.18,1.82,,30.54
2018-10-04,10.28,,1.61,0.8,2.58,2.57,1.72,4.1099999999999985,,23.669999999999998
2018-10-05,10.9,,2.3000000000000003,0.8800000000000001,4.41,1.85,2.1500000000000004,3.74,2.66,28.890000000000004
2018-10-06,11.629999999999995,,0.86,1.76,5.4,1.7600000000000002,2.58,4.75,2.91,31.649999999999995
2018-10-07,14.18,,1.61,1.46,4.8900000000000015,3.25,6.300000000000002,5.0299999999999985,2.37,39.089999999999996
2018-10-08,7.8,,0.42,0.84,3.04,0.96,3.44,2.68,,19.18
2018-10-09,8.19,,1.03,,4.18,2.17,5.28,3.0700000000000003,,23.92
2018-10-10,8.530000000000001,0.03,0.36,0.8,2.6900000000000004,1.78,1.7800000000000002,0.8799999999999999,5.69,22.540000000000003
2018-10-11,10.449999999999998,,0.63,0.97,3.4800000000000004,2.31,6.35,2.82,,27.009999999999998
2018-10-12,24.95,6.27,29.14,2.14,4.45,4.71,57.15000000000001,184.55,13.37,326.73
2018-10-13,31.51,1.47,3.02,3.73,11.43,11.13,12.69,166.72,38.22,279.91999999999996
2018-10-14,38.19,,3.2,3.52,11.79,15.3,11.94,146.63000000000005,39.67,270.24000000000007
2018-10-15,34.64000000000001,,3.1,3.2,11.55,11.23,11.359999999999998,95.78,46.89,217.75
2018-10-16,23.78,1.03,2.57,2.1,7.75,9.09,8.780000000000001,70.94999999999997,33.24,159.29
2018-10-17,24.25,,2.48,2.6500000000000004,6.69,5.96,7.68,86.21,39.99999999999999,175.92
2018-10-18,28.82,,3.1100000000000003,2.51,8.52,6.5,8.770000000000001,78.23,23.46,159.92
2018-10-19,30.29,,2.65,2.79,9.05,8.620000000000001,9.03,63.55,34.97,160.95
2018-10-20,39.5,,3.5700000000000003,3.95,13.87,9.41,9.95,85.99,24.04,190.28
2018-10-21,32.94,,3.83,3.22,11.35,6.959999999999999,6.91,60.43000000000001,33.81,159.45
2018-10-22,19.42,,1.8,1.83,6.04,3.74,6.85,40.13999999999999,31.48,111.3
2018-10-23,28.29,,2.1500000000000004,3.29,8.98,6.94,5.62,44.11,14.45,113.83
2018-10-24,16.869999999999994,,1.92,1.7799999999999998,4.87,4.31,6.349999999999999,35.86,17.38,89.33999999999999
2018-10-25,24.96,,1.99,1.61,6.19,6.59,4.93,32.190000000000005,29.630000000000006,108.09000000000002
2018-10-26,15.81,,1.97,1.7000000000000002,5.469999999999999,4.3,4.0,23.01,8.29,64.55000000000001
2018-10-27,28.06,,2.04,2.55,7.84,6.3900000000000015,7.66,35.120000000000005,9.26,98.92
2018-10-28,24.11,,1.68,2.02,9.01,4.17,5.6,37.98,13.16,97.72999999999999
2018-10-29,20.87,,1.98,2.18,6.049999999999999,6.08,4.42,30.99,13.29,85.85999999999999
2018-10-30,22.67,,1.91,2.63,7.2,5.199999999999998,4.79,34.85,5.91,85.16
2018-10-31,19.880000000000006,,1.94,2.8200000000000003,6.58,8.7,7.130000000000001,41.08,16.07,104.20000000000002
2018-11-01,17.740000000000006,,1.5,1.76,7.31,3.68,4.300000000000002,24.290000000000006,12.83,73.41000000000001
2018-11-02,15.909999999999998,,1.56,2.77,5.2,2.84,4.26,41.56,16.54,90.63999999999999
2018-11-03,18.719999999999995,,1.48,2.68,9.13,6.5200000000000005,3.25,25.86,1.94,69.58
2018-11-04,20.52,,2.11,2.6500000000000004,6.63,4.21,5.909999999999998,38.3,7.58,87.91
2018-11-05,17.83,,3.25,3.75,9.44,6.379999999999999,3.7,21.06,26.05,91.46
2018-11-06,11.09,0.2,1.08,1.74,5.879999999999999,2.95,2.63,18.49,9.0,53.059999999999995
2018-11-07,17.19,,1.37,1.84,4.69,2.97,3.61,12.98,8.34,52.99000000000001
2018-11-08,14.68,,0.72,0.78,3.9,2.69,3.69,11.53,6.74,44.73
2018-11-09,14.26,,1.5,1.97,5.0200000000000005,4.710000000000001,4.3500000000000005,18.68,5.72,56.21000000000001
2018-11-10,38.53,,2.19,2.5,7.830000000000001,4.449999999999998,21.29,52.67,30.78,160.24
2018-11-11,30.270000000000003,,1.71,3.07,7.95,4.790000000000001,12.15,31.51,24.88,116.33000000000001
2018-11-12,26.42,,1.63,2.05,5.68,3.8,14.89,31.75,20.24,106.46
2018-11-13,18.05,,0.86,1.55,4.0200000000000005,1.82,8.44,8.57,12.8,56.11
2018-11-14,23.920000000000005,,,0.8400000000000001,4.15,2.33,7.52,14.68,8.399999999999999,61.84
2018-11-15,15.7,0.24,0.8300000000000001,1.21,3.68,2.97,13.95,17.47,5.16,61.209999999999994
2018-11-16,14.22,,0.8999999999999999,1.66,5.4,3.0200000000000005,8.47,17.759999999999994,18.49,69.92
2018-11-17,26.9,,1.41,2.1,5.98,4.47,11.09,11.96,2.9,66.81
2018-11-18,24.92,,2.05,3.06,6.78,4.13,10.06,19.76,15.81,86.57000000000001
2018-11-19,14.759999999999998,,1.3,1.1800000000000002,3.28,2.26,8.48,11.11,21.4,63.769999999999996
2018-11-20,15.7,,0.8699999999999999,1.01,3.3200000000000003,3.59,5.19,7.260000000000002,5.3900000000000015,42.33
2018-11-21,16.38,0.19,1.0,1.55,4.25,2.12,5.26,8.139999999999999,0.99,39.88
2018-11-22,17.090000000000003,,1.58,1.85,4.39,2.3600000000000003,6.79,9.09,8.18,51.330000000000005
2018-11-23,19.63,,1.31,2.04,6.67,2.9,7.8,8.15,3.95,52.45
2018-11-24,20.71,,1.6800000000000002,2.38,6.15,3.85,9.69,14.66,8.26,67.38000000000001
2018-11-25,16.61,,2.19,2.39,6.58,4.290000000000001,8.99,4.43,6.92,52.4
2018-11-26,13.03,,1.84,1.81,4.1000000000000005,3.03,8.84,6.41,1.89,40.95
2018-11-27,12.97,0.21,0.8899999999999999,2.29,4.35,2.55,6.05,6.65,7.05,43.00999999999999
2018-11-28,16.34,,1.0,1.91,3.13,3.08,4.97,7.880000000000001,10.07,48.38
2018-11-29,20.87,,1.97,2.22,4.9,4.26,6.610000000000001,12.8,16.099999999999998,69.73
2018-11-30,20.94,,1.84,2.75,5.32,5.3,10.45,22.39,19.76,88.75000000000001
2018-12-01,29.379999999999995,,1.99,3.31,8.02,4.8,7.0299999999999985,15.02,12.37,81.91999999999999
2018-12-02,22.880000000000006,,1.68,3.62,6.85,4.09,8.07,11.54,5.21,63.940000000000005
2018-12-03,21.95,,1.49,2.59,6.3599999999999985,4.81,7.68,14.41,13.259999999999998,72.55
2018-12-04,18.3,,1.84,2.23,5.38,4.37,5.53,4.76,5.96,48.37
2018-12-05,16.94,,1.44,2.34,5.6,2.62,4.21,6.360000000000001,1.06,40.57000000000001
2018-12-06,15.13,,1.06,3.0,3.7,2.49,5.21,11.37,10.11,52.07
2018-12-07,15.13,,,2.49,4.5600000000000005,2.51,4.37,6.8500000000000005,4.23,40.14
2018-12-08,20.840000000000003,,1.53,2.77,6.54,3.07,7.04,14.02,9.53,65.34
2018-12-09,15.62,,1.91,2.3200000000000003,5.6099999999999985,3.58,8.06,12.37,13.68,63.15
2018-12-10,12.41,,1.04,1.78,4.94,3.01,5.13,10.34,7.84,46.489999999999995
2018-12-11,10.05,,0.6599999999999999,0.96,1.94,2.59,4.0699999999999985,8.32,7.119999999999999,35.709999999999994
2018-12-12,12.170000000000002,,0.96,1.58,3.12,3.15,4.0600000000000005,6.1099999999999985,10.35,41.5
2018-12-13,7.96,,,0.8400000000000001,1.91,0.58,2.8800000000000003,5.659999999999998,9.48,29.31
2018-12-14,8.569999999999999,,1.03,1.91,4.1,2.29,3.2900000000000005,12.83,3.77,37.79
2018-12-15,16.54,,1.76,2.76,4.92,4.79,5.2799999999999985,5.62,1.08,42.75
2018-12-16,12.22,,2.01,2.19,4.24,3.31,6.33,6.78,10.85,47.93
2018-12-17,20.98,11.330000000000002,1.1,1.61,3.56,2.91,6.91,8.969999999999997,4.4,61.77
2018-12-18,31.68,40.88,2.69,4.4,7.209999999999999,5.72,38.23,8.379999999999999,5.25,144.44
2018-12-19,28.450000000000006,20.72,1.93,7.25,7.15,3.89,21.46,16.86,16.8,124.51
2018-12-20,32.77,22.87,2.63,8.97,10.7,6.1,23.76,13.55,1.69,123.04
2018-12-21,42.49,16.13,2.7,11.93,10.68,7.06,28.93,25.750000000000004,9.0,154.67000000000002
2018-12-22,36.95000000000001,15.35,2.7,12.47,11.18,7.32,22.969999999999995,18.94,18.88,146.76000000000002
2018-12-23,41.1,11.12,2.85,15.43,8.709999999999999,5.539999999999999,18.78,13.5,8.98,126.01
2018-12-24,209.64,11.85,2.24,16.28,9.78,6.8900000000000015,19.03,12.46,11.15,299.32
2018-12-25,423.25,14.95,3.75,17.57,12.54,16.75,21.469999999999995,21.72,39.12000000000001,571.12
2018-12-26,281.62,14.82,3.38,13.49,12.61,33.08,21.81,22.61,18.78,422.20000000000005
2018-12-27,253.45,13.07,2.53,10.93,9.8,20.83,16.060000000000002,25.1,35.69,387.46
2018-12-28,165.66,12.84,2.96,10.990000000000002,10.47,20.62,16.32,20.66,11.41,271.93
2018-12-29,169.14,13.66,2.85,12.15,13.22,23.47,16.41,13.63,6.13,270.65999999999997
2018-12-30,149.20999999999995,12.75,2.95,11.36,18.7,20.39,14.02,22.52,6.15,258.04999999999995
2018-12-31,146.56,10.38,2.45,9.34,14.330000000000002,16.95,15.77,17.75,16.15,249.67999999999998
2019-01-01,92.73,11.21,2.07,9.85,14.07,13.09,14.6,14.830000000000002,28.48,200.92999999999998
2019-01-02,142.43,10.87,2.13,9.21,12.44,15.61,12.48,24.33,9.61,239.11
2019-01-03,161.42000000000004,8.9,1.93,8.41,11.62,14.55,12.92,21.23,8.41,249.39000000000004
2019-01-04,113.99,8.2,1.92,6.709999999999999,12.52,12.15,11.62,8.989999999999998,10.24,186.34
2019-01-05,103.71000000000002,9.489999999999998,1.98,6.73,12.72,14.47,11.48,16.55,20.39,197.52000000000004
2019-01-06,53.48,6.02,1.38,5.62,13.19,10.420000000000002,9.26,12.5,1.78,113.65
2019-01-07,64.21999999999998,7.55,1.48,5.65,10.17,7.67,7.32,11.59,17.429999999999996,133.07999999999998
2019-01-08,87.99000000000002,6.04,1.31,4.3,8.32,8.51,4.57,9.64,1.64,132.32000000000002
2019-01-09,81.17,5.37,0.55,4.01,6.84,7.3199999999999985,5.419999999999999,14.02,16.6,141.3
2019-01-10,97.05,5.18,0.73,4.3100000000000005,8.34,7.1800000000000015,4.94,10.24,9.06,147.03
2019-01-11,57.92000000000001,5.76,1.1800000000000002,6.629999999999999,8.2,9.05,5.5600000000000005,11.93,17.2,123.43000000000002
2019-01-12,49.94,8.76,1.42,6.17,10.16,9.96,7.85,13.32,12.19,119.77
2019-01-13,67.92,9.04,1.14,3.92,8.930000000000003,8.120000000000001,5.98,6.11,7.45,118.61000000000001
2019-01-14,35.54,7.7,0.92,4.58,6.91,6.3900000000000015,7.82,12.5,24.23,106.59000000000002
2019-01-15,51.41,6.02,0.98,4.59,8.98,7.459999999999999,5.17,4.35,4.21,93.16999999999999
2019-01-16,36.96,5.0,1.36,3.4600000000000004,6.09,6.419999999999999,5.4,11.52,18.05,94.26
2019-01-17,89.15,4.78,0.7,3.46,6.71,5.56,4.41,6.33,8.8,129.9
2019-01-18,68.31,4.22,0.91,3.2,6.25,6.919999999999999,4.53,6.04,7.53,107.91
2019-01-19,33.809999999999995,7.56,0.8600000000000001,3.69,7.1,6.75,6.49,10.54,1.04,77.84
2019-01-20,48.48,7.44,1.35,4.34,8.81,9.33,7.53,4.92,5.34,97.53999999999999
2019-01-21,136.92999999999998,4.97,0.6599999999999999,2.84,7.55,7.16,3.59,8.809999999999997,4.62,177.13
2019-01-22,35.11,2.8200000000000003,0.75,2.72,5.28,5.94,4.26,6.22,8.11,71.21000000000001
2019-01-23,25.46,3.45,1.39,3.4400000000000004,6.969999999999999,6.48,4.58,11.14,20.06,82.97
2019-01-24,27.17,3.84,0.71,3.53,6.73,16.459999999999994,5.16,2.29,0.88,66.76999999999998
2019-01-25,35.22,4.879999999999999,1.42,3.0400000000000005,4.8500000000000005,5.64,4.7700000000000005,5.52,0.85,66.19
2019-01-26,36.81,5.119999999999999,1.09,3.91,6.72,5.75,5.7,5.4,5.43,75.93
2019-01-27,33.71,4.55,0.93,2.52,6.199999999999998,5.48,5.21,4.289999999999999,11.0,73.89
2019-01-28,21.14,2.44,0.38,2.98,6.74,4.13,3.04,4.380000000000001,10.27,55.5
2019-01-29,28.91,3.3,0.52,1.74,5.06,3.53,3.68,7.76,3.65,58.15
2019-01-30,52.25,3.03,0.58,1.82,4.93,4.699999999999998,3.37,7.73,9.01,87.42
2019-01-31,35.41000000000001,3.25,0.65,3.0,4.6000000000000005,5.960000000000001,3.79,7.049999999999999,12.72,76.43
2019-02-01,18.99,4.06,0.78,2.22,4.54,4.06,3.01,3.77,0.7,42.129999999999995
2019-02-02,45.23,5.84,,3.38,5.51,6.340000000000002,7.489999999999998,12.560000000000002,8.98,95.33
2019-02-03,45.62,5.15,,2.51,5.43,4.7,5.6,2.6,7.84,79.44999999999999
2019-02-04,59.26,3.72,0.89,2.66,5.039999999999999,4.58,4.170000000000001,9.6,20.25,110.17
2019-02-05,41.24,4.4700000000000015,1.12,3.87,6.7700000000000005,5.69,5.22,8.06,3.86,80.3
2019-02-06,50.34,3.01,1.05,3.48,7.38,6.91,4.170000000000001,3.69,2.14,82.17
2019-02-07,66.17,2.66,0.9,2.7,4.91,4.87,4.63,8.61,9.41,104.85999999999999
2019-02-08,38.28,4.65,,3.65,5.52,5.76,6.07,7.85,9.04,80.82
2019-02-09,59.25999999999999,5.51,1.27,4.73,9.34,8.49,7.64,10.96,2.21,109.40999999999998
2019-02-10,69.11000000000001,6.88,1.03,3.37,7.45,8.29,7.649999999999999,5.43,5.54,114.75000000000001
2019-02-11,27.11,2.91,0.98,3.51,5.88,5.6400000000000015,4.3500000000000005,10.44,0.8,61.62
2019-02-12,29.26,4.33,0.78,2.25,5.02,5.21,4.4,5.93,8.7,65.88000000000001
2019-02-13,25.45,1.93,,1.83,4.5299999999999985,4.84,2.85,5.6800000000000015,4.98,52.09
2019-02-14,25.37,2.71,0.8200000000000001,2.14,4.08,4.739999999999998,4.28,4.44,8.84,57.42
2019-02-15,120.23,3.69,0.49,1.89,3.55,4.47,3.64,4.74,0.56,143.26
2019-02-16,58.19,5.3500000000000005,0.8899999999999999,3.12,5.119999999999999,4.3,4.49,3.03,13.079999999999998,97.57
2019-02-17,23.15,4.38,0.79,2.01,5.280000000000001,4.47,5.71,6.69,16.45,68.92999999999999
2019-02-18,10.96,2.25,0.54,2.01,3.79,4.47,3.43,12.989999999999998,8.47,48.91
2019-02-19,15.51,1.38,0.41,1.2299999999999998,2.58,3.31,2.69,2.18,0.5,29.790000000000003
2019-02-20,17.209999999999994,2.33,0.39,1.56,2.8200000000000003,2.91,2.0,3.0900000000000003,4.46,36.76999999999999
2019-02-21,44.18,3.4,0.94,1.71,3.36,3.89,3.74,4.3199999999999985,7.37,72.91
2019-02-22,21.16,4.55,0.95,2.25,4.53,3.83,4.69,3.82,0.37,46.15
2019-02-23,33.92999999999999,5.04,1.06,2.04,4.48,5.64,3.77,10.79,8.879999999999997,75.63
2019-02-24,21.38,4.3500000000000005,0.8899999999999999,2.23,3.23,4.98,5.13,3.73,3.45,49.370000000000005
2019-02-25,34.16,2.88,0.77,1.4700000000000002,3.0200000000000005,3.53,3.39,2.29,3.48,54.99
2019-02-26,22.67,3.3,1.5099999999999998,1.84,4.14,5.32,6.46,7.659999999999998,0.71,53.61
2019-02-27,14.32,0.93,0.48,1.23,2.5500000000000003,2.78,0.61,1.17,0.42,24.490000000000002
2019-02-28,14.28,3.35,0.4300000000000001,1.95,3.16,3.94,3.34,4.18,0.38,35.01
2019-03-01,68.89,2.17,0.97,1.9,3.73,3.2,3.23,4.28,0.69,89.06
2019-03-02,32.75,3.78,1.23,2.3000000000000003,5.8100000000000005,4.94,6.33,3.85,3.71,64.7
2019-03-03,24.61,3.28,1.44,2.34,5.800000000000002,4.239999999999998,4.940000000000001,7.28,5.05,58.980000000000004
