date,dailyTotal_0,dailyTotal_1,dailyTotal_2,dailyTotal_3,dailyTotal_4,dailyTotal_5,dailyTotal_6,dailyTotal_7,dailyTotal_8,227300_Compiled_0.csv
2019-03-04,29.2,2.97,0.5800000000000001,1.4899999999999998,3.66,3.16,2.86,2.37,10.52,56.81
2019-03-05,15.77,2.73,0.39,1.65,2.7700000000000005,2.6699999999999995,2.62,5.57,0.39,34.56
2019-03-06,14.13,1.15,,0.87,2.08,2.54,1.69,3.55,11.87,37.88
2019-03-07,16.740000000000002,3.41,0.42,1.83,3.08,3.86,1.9,9.15,8.99,49.38
2019-03-08,18.9,3.29,,1.95,4.5,3.87,3.69,4.51,4.77,45.47999999999999
2019-03-09,23.880000000000006,6.07,1.44,2.13,5.68,4.2700000000000005,5.42,5.08,5.21,59.18
2019-03-10,39.26,6.6099999999999985,0.7,1.56,4.880000000000001,5.369999999999999,4.75,6.09,9.15,78.37
2019-03-11,18.26,2.15,0.51,1.68,2.69,3.21,3.22,2.8200000000000003,8.51,43.050000000000004
2019-03-12,27.23,5.72,0.55,0.99,2.75,2.8100000000000005,2.49,3.9300000000000006,0.48,46.949999999999996
2019-03-13,18.68,2.8100000000000005,0.13,1.17,2.57,2.56,2.6300000000000003,3.51,,34.06
2019-03-14,18.1,1.83,,1.2299999999999998,3.36,3.29,2.81,2.4,0.16,33.17999999999999
2019-03-15,15.97,2.29,,1.25,3.08,3.44,3.01,2.99,7.61,39.64
2019-03-16,29.34,4.25,,2.0,4.2,4.07,5.4700000000000015,12.09,8.719999999999999,70.14
2019-03-17,45.56999999999999,4.03,0.6699999999999999,3.12,4.06,3.71,5.4700000000000015,8.46,15.74,90.83
2019-03-18,14.03,1.71,0.37,1.04,3.43,2.91,4.11,6.34,4.16,38.099999999999994
2019-03-19,17.299999999999994,4.4,0.9,1.64,3.62,4.12,4.23,4.7799999999999985,0.4,41.38999999999999
2019-03-20,20.18,3.53,,1.2899999999999998,4.23,5.050000000000002,3.96,8.530000000000001,9.04,55.81
2019-03-21,20.660000000000004,3.27,0.5,3.18,4.3,3.17,3.65,5.6400000000000015,4.46,48.830000000000005
2019-03-22,31.93,5.6099999999999985,1.26,3.63,23.64,8.37,8.33,12.1,11.5,106.37
2019-03-23,46.87000000000001,8.93,1.96,4.6800000000000015,21.149999999999995,11.87,13.27,12.989999999999998,9.66,131.38
2019-03-24,52.34,9.6,2.24,4.04,15.420000000000002,13.57,10.78,23.86,25.84,157.69
2019-03-25,31.270000000000003,10.18,1.15,3.04,11.609999999999998,8.22,6.459999999999999,16.88,14.67,103.48
2019-03-26,55.46,5.76,1.26,2.23,7.920000000000001,7.120000000000001,5.79,10.8,1.22,97.56
2019-03-27,68.86,5.93,1.51,2.26,8.149999999999999,6.22,7.620000000000001,19.49,25.1,145.14
2019-03-28,24.18,5.42,1.04,2.5,7.130000000000001,5.65,5.56,12.54,5.29,69.31
2019-03-29,27.590000000000003,5.57,0.76,2.69,6.0200000000000005,5.630000000000001,3.93,7.16,3.95,63.30000000000001
2019-03-30,30.39,4.5600000000000005,0.86,3.1,8.229999999999999,7.08,4.87,12.310000000000002,1.35,72.75
2019-03-31,44.39999999999999,7.15,1.63,2.88,7.68,8.13,9.7,19.450000000000006,34.550000000000004,135.57
2019-04-01,30.19,5.68,0.91,3.16,8.5,9.62,5.780000000000001,8.22,5.3,77.36
2019-04-02,18.18,4.5,0.64,2.29,5.72,5.85,5.719999999999999,9.65,1.18,53.73
2019-04-03,27.95,29.46,,1.98,9.06,13.59,436.98,16.189999999999998,13.38,548.59
2019-04-04,32.24,38.27,0.95,1.92,8.31,11.15,266.16,10.78,19.98,389.76
2019-04-05,34.349999999999994,28.71,1.02,2.4600000000000004,8.17,12.28,156.51999999999995,26.1,16.6,286.2099999999999
2019-04-06,57.11000000000001,31.54,0.94,2.33,10.94,14.85,311.42,27.75,8.48,465.36000000000007
2019-04-07,39.66,28.12,1.02,2.41,9.11,10.510000000000002,142.86,17.200000000000006,13.88,264.77000000000004
2019-04-08,40.69,17.54,1.24,2.3200000000000003,7.71,7.58,86.83,8.14,5.69,177.73999999999998
2019-04-09,28.89,14.28,1.23,2.16,7.07,7.04,119.21,11.71,1.37,192.95999999999998
2019-04-10,32.95000000000001,16.82,0.9,2.21,6.93,7.44,80.69,8.92,4.97,161.83
2019-04-11,40.02,11.17,1.13,2.3600000000000003,6.56,7.630000000000001,59.55,8.73,9.31,146.46
2019-04-12,44.94000000000001,12.010000000000002,1.74,2.0,5.83,8.270000000000001,85.72,10.29,16.54,187.34
2019-04-13,37.44,18.85,0.62,2.5,8.52,9.92,75.17,15.94,13.29,182.24999999999997
2019-04-14,47.87,16.16,0.97,1.85,7.3,11.27,62.65000000000001,20.6,31.82,200.49
2019-04-15,24.59,15.58,0.71,1.79,4.61,8.5,97.87,6.750000000000001,4.79,165.19
2019-04-16,31.11,12.57,0.8099999999999999,1.51,5.209999999999999,6.9700000000000015,83.11999999999998,9.510000000000002,9.1,159.90999999999997
2019-04-17,30.19,14.34,0.59,1.56,5.73,7.399999999999999,55.91,9.45,9.46,134.63
2019-04-18,25.33,11.51,0.61,3.76,6.42,6.8100000000000005,64.61,10.16,13.95,143.15999999999997
2019-04-19,37.9,12.83,1.06,1.67,5.59,5.71,69.69,5.68,4.57,144.7
2019-04-20,37.63,10.75,,1.4200000000000002,5.82,6.49,26.74,8.54,8.53,105.92000000000002
2019-04-21,26.56,16.22,0.96,2.46,7.579999999999999,7.12,77.63999999999999,3.5,99.6,241.64
2019-04-22,23.47,8.29,0.81,2.06,5.6099999999999985,6.41,55.11,14.729999999999995,21.270000000000003,137.76
2019-04-23,21.75,12.63,1.26,1.9,5.82,8.100000000000001,58.22999999999999,7.08,13.37,130.14
2019-04-24,22.49,8.879999999999997,0.48,1.3099999999999998,4.27,4.07,48.8,2.36,0.28,92.94
2019-04-25,21.25,8.780000000000001,0.69,1.19,4.26,5.369999999999999,46.97,6.52,9.1,104.12999999999998
2019-04-26,23.180000000000003,8.5,,1.21,2.66,4.29,27.18,1.79,1.07,69.88
2019-04-27,32.2,13.36,0.8400000000000001,1.7400000000000002,7.1,6.949999999999998,63.97000000000001,11.11,17.17,154.44
2019-04-28,25.270000000000003,13.9,0.71,1.65,4.7700000000000005,7.229999999999999,29.43,5.049999999999999,8.96,96.97
2019-04-29,78.67999999999998,10.33,,1.16,4.749999999999999,6.32,38.02,6.530000000000001,0.51,146.29999999999995
2019-04-30,72.48,9.94,0.72,1.89,5.04,6.8100000000000005,35.81,5.07,0.64,138.39999999999998
2019-05-01,38.7,21.43,0.83,1.72,5.79,7.8,53.37,15.9,33.53,179.07
2019-05-02,21.41,9.02,0.6599999999999999,1.59,4.59,6.67,38.38,6.83,4.0,93.15
2019-05-03,33.35,10.09,0.59,1.33,5.71,6.369999999999999,87.27,6.98,0.65,152.34
2019-05-04,81.89999999999998,11.23,0.92,2.33,7.5,6.93,60.83,14.47,0.73,186.83999999999995
2019-05-05,101.61,14.4,,1.95,5.25,5.86,79.68,12.45,18.25,239.45000000000002
2019-05-06,130.01,12.39,1.02,1.6800000000000002,4.54,6.1099999999999985,52.55,6.24,,214.53999999999996
2019-05-07,27.22000000000001,12.38,1.01,1.37,3.29,6.03,30.45,5.5,3.71,90.96000000000001
2019-05-08,29.62,10.15,0.8699999999999999,1.98,5.28,5.5600000000000005,31.55,10.56,11.85,107.42
2019-05-09,48.68,7.59,,1.2599999999999998,4.77,5.29,33.44,3.47,8.34,112.84
2019-05-10,25.54,7.66,1.14,1.6799999999999995,4.76,6.34,40.22000000000001,5.050000000000002,4.6,96.99000000000001
2019-05-11,32.78999999999999,10.07,0.8400000000000001,1.77,4.42,7.11,33.47000000000001,6.6800000000000015,5.35,102.5
2019-05-12,52.34,6.6,0.96,1.97,5.97,6.81,25.24,5.75,16.47,122.11
2019-05-13,16.91,6.6099999999999985,0.41,1.5299999999999998,3.56,3.68,14.84,5.57,15.53,68.64
2019-05-14,20.96,5.3599999999999985,0.8200000000000001,1.46,3.77,4.23,20.8,4.869999999999999,0.95,63.220000000000006
2019-05-15,25.82,8.07,0.32,1.02,3.35,5.3900000000000015,19.62,6.01,0.97,70.57000000000001
2019-05-16,19.62,7.1800000000000015,0.61,1.11,3.09,5.06,19.43,7.13,8.33,71.56
2019-05-17,24.88,7.22,,1.32,3.16,5.97,16.72,6.21,2.98,68.46000000000001
2019-05-18,31.17,11.57,1.06,1.7999999999999998,5.030000000000001,7.750000000000001,24.1,6.26,10.93,99.67000000000002
2019-05-19,31.72,6.21,0.6,1.25,3.89,4.16,15.8,3.72,5.5600000000000005,72.91
2019-05-20,28.630000000000006,5.63,0.5700000000000001,1.34,3.5,4.83,15.750000000000002,5.4700000000000015,3.45,69.17
2019-05-21,23.49,8.9,1.24,2.2,5.449999999999998,6.85,20.35,6.669999999999999,1.05,76.19999999999999
2019-05-22,29.91,8.120000000000001,1.53,2.52,5.56,5.94,21.41,4.619999999999999,9.38,88.99
2019-05-23,93.35,8.29,0.52,2.85,4.97,4.6400000000000015,20.53,3.08,1.12,139.35
2019-05-24,18.84,6.35,0.55,1.7700000000000002,4.76,4.24,15.0,6.43,,57.94
2019-05-25,26.61,7.53,,2.23,4.37,5.01,18.86,9.02,6.42,80.05
2019-05-26,26.98,8.43,1.12,1.95,6.669999999999999,5.73,19.95,7.66,3.52,82.00999999999999
2019-05-27,24.58,5.89,0.4300000000000001,2.28,4.37,4.47,8.18,4.6400000000000015,,54.84
2019-05-28,17.11,4.76,0.63,1.81,4.73,2.97,16.2,4.03,6.46,58.699999999999996
2019-05-29,15.53,8.18,0.6699999999999999,1.1,3.56,3.93,21.89,10.009999999999998,9.41,74.28
2019-05-30,30.360000000000007,6.24,,1.02,3.4799999999999995,4.230000000000001,12.63,8.18,4.92,71.06000000000002
2019-05-31,21.24,6.07,0.6,1.41,3.66,4.340000000000002,9.62,4.96,4.12,56.019999999999996
2019-06-01,19.91,6.4700000000000015,0.7,1.36,3.51,4.56,21.130000000000006,4.25,0.59,62.480000000000004
2019-06-02,244.46,10.06,,1.79,4.4,6.370000000000001,10.749999999999998,12.27,6.37,296.47
2019-06-03,18.25,5.71,0.52,1.08,3.66,3.89,3.5700000000000003,2.28,0.84,39.800000000000004
2019-06-04,13.12,5.01,,0.96,2.8100000000000005,1.84,11.2,2.78,0.26,37.98
2019-06-05,24.85,5.94,0.54,1.24,4.2200000000000015,3.97,18.37,3.27,4.43,66.83000000000001
2019-06-06,16.759999999999998,7.39,0.48,1.63,3.86,4.119999999999999,12.34,4.88,0.46,51.919999999999995
2019-06-07,20.11,10.39,,1.9,3.46,5.32,22.320000000000004,9.21,13.0,85.71000000000001
2019-06-08,20.91,10.55,0.53,1.36,3.46,4.86,16.8,7.1,6.17,71.74
2019-06-09,14.73,6.3900000000000015,1.5499999999999998,1.3099999999999998,4.5600000000000005,4.8,21.27,6.2200000000000015,4.7,65.53
2019-06-10,18.13,6.3100000000000005,0.98,1.48,3.65,4.71,12.97,4.3599999999999985,6.98,59.56999999999999
2019-06-11,28.29,8.3,1.23,2.0,4.54,5.75,21.62,5.21,4.72,81.66
2019-06-12,16.59,10.48,1.7799999999999998,1.95,5.76,5.540000000000001,19.55,8.120000000000001,,69.77
2019-06-13,22.47,5.5299999999999985,0.88,1.29,4.45,4.92,9.15,7.31,8.19,64.19
2019-06-14,15.68,6.49,0.65,1.65,3.5,4.83,14.06,4.89,3.21,54.96
2019-06-15,24.48,6.26,1.28,1.4,6.1400000000000015,5.37,20.1,6.1,9.54,80.67000000000002
2019-06-16,13.21,4.8900000000000015,0.74,1.05,3.11,2.5,6.009999999999999,5.6099999999999985,9.13,46.25
2019-06-17,13.510000000000002,5.67,0.86,1.33,3.46,4.1000000000000005,13.21,2.01,0.54,44.690000000000005
2019-06-18,28.65,4.46,,1.55,2.93,3.3400000000000003,14.85,1.66,,57.44
2019-06-19,17.68,5.9700000000000015,,1.66,3.96,4.32,7.85,4.43,15.01,60.88
2019-06-20,21.23,8.02,0.48,1.23,3.14,3.1899999999999995,10.55,4.42,0.52,52.78000000000001
2019-06-21,14.8,6.3900000000000015,0.44,1.41,3.38,3.5,16.27,5.24,4.44,55.87
2019-06-22,22.52,8.58,0.8800000000000001,1.74,4.3100000000000005,4.48,13.37,10.4,17.84,84.12
2019-06-23,25.49,10.05,,1.49,4.59,6.28,13.39,8.74,10.67,80.7
2019-06-24,26.430000000000003,6.460000000000001,0.5800000000000001,1.47,4.2,5.38,10.04,6.710000000000001,3.08,64.35
2019-06-25,24.28,6.699999999999998,1.5099999999999998,1.83,5.04,4.65,18.07,5.76,0.66,68.5
2019-06-26,37.21,14.72,1.17,3.9,5.75,8.139999999999999,28.18,6.66,,105.73
2019-06-27,37.4,8.98,0.8099999999999999,2.37,5.39,5.25,16.4,6.95,7.46,91.00999999999998
2019-06-28,21.020000000000003,8.09,0.87,2.52,5.31,6.73,17.97,11.28,8.82,82.60999999999999
2019-06-29,21.83,7.1000000000000005,1.54,1.66,3.3200000000000003,4.85,26.93,5.32,8.4,80.95000000000002
2019-06-30,17.46,8.1,0.9,1.65,4.29,4.94,11.68,9.08,4.0,62.1
2019-07-01,15.39,11.08,1.52,2.19,4.75,7.08,12.84,11.92,12.15,78.92
2019-07-02,52.01,6.0299999999999985,,1.83,3.86,6.3599999999999985,12.81,5.48,0.82,89.19999999999999
2019-07-03,18.36,7.49,0.65,1.77,4.45,4.11,14.89,4.47,18.8,74.99000000000001
2019-07-04,21.96,6.4700000000000015,0.87,2.16,3.89,5.17,16.89,6.0299999999999985,7.0200000000000005,70.46
2019-07-05,16.38,5.89,0.8,1.62,3.8,4.0299999999999985,21.58,8.530000000000001,7.87,70.5
2019-07-06,16.029999999999998,6.58,0.75,2.5200000000000005,5.59,5.44,16.48,9.19,7.63,70.21
2019-07-07,24.55,9.580000000000002,0.5700000000000001,1.98,4.23,6.51,18.15,8.46,,74.03
2019-07-08,24.62,8.13,0.99,2.7,6.45,5.84,20.9,4.42,7.75,81.8
2019-07-09,17.740000000000006,7.24,1.15,2.07,4.830000000000001,5.37,8.899999999999997,8.39,0.55,56.24
2019-07-10,16.509999999999998,5.27,,1.37,3.92,3.9499999999999993,4.3100000000000005,4.35,0.72,40.4
2019-07-11,30.66,6.75,1.15,1.61,3.45,5.55,6.709999999999999,4.84,,60.71999999999999
2019-07-12,30.56,5.65,,1.48,2.65,3.5200000000000005,7.83,8.940000000000003,8.76,69.39
2019-07-13,18.71,8.629999999999999,0.91,1.26,2.91,4.1000000000000005,10.920000000000002,9.34,4.01,60.79
2019-07-14,26.96,7.07,1.18,2.3000000000000003,6.05,6.79,12.179999999999998,10.3,13.32,86.15
2019-07-15,14.05,6.6,,1.53,3.25,4.3500000000000005,13.47,6.34,4.1,53.690000000000005
2019-07-16,18.86,7.56,1.6,1.56,2.98,5.21,11.59,8.48,15.56,73.39999999999999
2019-07-17,23.18,6.22,,1.6799999999999995,3.63,4.22,15.95,7.7200000000000015,7.08,69.68
2019-07-18,19.040000000000006,6.19,0.75,1.59,5.12,4.08,14.83,3.43,0.74,55.77000000000001
2019-07-19,24.49,8.219999999999999,1.11,2.79,6.41,6.95,10.000000000000002,4.63,8.07,72.66999999999999
2019-07-20,17.23,5.85,0.54,1.4700000000000002,4.04,5.0699999999999985,17.79,6.31,,58.3
2019-07-21,22.55,10.96,0.85,2.55,6.8199999999999985,6.22,17.73,12.29,0.81,80.78
2019-07-22,20.21,5.79,1.13,2.17,5.090000000000002,7.09,20.29,6.539999999999999,1.02,69.33
2019-07-23,8.030000000000001,6.59,0.6799999999999999,2.2,4.08,4.45,8.8,5.3900000000000015,4.41,44.629999999999995
2019-07-24,59.60000000000001,9.22,0.45,2.1,4.25,4.0600000000000005,8.09,3.52,7.43,98.72
2019-07-25,13.2,4.68,0.42,1.15,1.93,3.54,11.03,1.8400000000000003,4.27,42.06
2019-07-26,42.63,5.85,0.57,1.08,2.69,2.8400000000000003,6.2799999999999985,3.0700000000000003,,65.01
2019-07-27,17.57,4.04,0.53,1.05,2.58,2.62,22.31,2.06,10.92,63.67999999999999
2019-07-28,14.35,7.119999999999999,0.42,1.23,2.76,2.8,5.98,1.65,,36.31
2019-07-29,21.86,5.209999999999999,0.8600000000000001,1.8,4.48,5.01,6.86,4.92,7.8599999999999985,58.86
2019-07-30,13.34,4.16,0.55,1.47,2.51,2.24,6.35,5.760000000000002,4.18,40.559999999999995
2019-07-31,16.1,8.549999999999999,0.93,1.4700000000000002,22.67,4.51,11.99,2.6,7.05,75.86999999999999
2019-08-01,32.34,16.83,1.67,3.0700000000000003,22.85,8.31,31.06,9.5,13.4,139.03
2019-08-02,61.39,18.41,,3.84,32.69,14.27,36.83,12.48,15.68,195.59
2019-08-03,51.85,18.51,1.89,3.4600000000000004,29.2,10.71,37.43,22.21,1.6,176.85999999999999
2019-08-04,22.42,8.65,1.63,2.02,27.680000000000003,10.65,28.21,8.77,22.22,132.25
2019-08-05,57.37,9.1,1.55,2.4000000000000004,17.5,7.190000000000001,14.85,4.41,1.21,115.58
2019-08-06,19.82,8.4,1.16,1.5499999999999998,13.44,4.699999999999998,13.699999999999998,6.98,8.61,78.36
2019-08-07,14.39,6.8599999999999985,1.38,1.71,9.73,32.09,6.210000000000001,9.14,0.76,82.27000000000001
2019-08-08,178.62000000000003,7.58,0.75,2.03,12.05,5.85,15.340000000000002,6.15,1.34,229.71000000000006
2019-08-09,25.57,9.89,,1.73,8.41,5.83,13.33,3.66,4.2700000000000005,72.69
2019-08-10,25.1,10.94,1.1,2.63,11.749999999999998,7.699999999999998,18.250000000000004,5.16,1.03,83.66
2019-08-11,23.57,8.5,1.28,2.49,12.0,5.8599999999999985,28.12,11.12,7.81,100.75
2019-08-12,15.29,6.96,0.92,2.17,6.88,5.3599999999999985,17.75,7.33,7.31,69.97
2019-08-13,18.19,8.26,0.43,1.5299999999999998,7.66,4.86,11.48,8.77,,61.18
2019-08-14,19.75,5.35,,2.31,6.8,5.98,8.379999999999999,6.35,9.44,64.36
2019-08-15,15.99,4.67,0.61,0.91,5.2,3.24,10.0,5.7200000000000015,9.22,55.56
2019-08-16,18.93,6.4,0.6,1.29,6.76,3.86,7.16,3.59,5.33,53.919999999999995
2019-08-17,23.95,9.02,0.44,1.26,6.049999999999999,5.08,17.7,13.72,5.46,82.67999999999999
2019-08-18,35.57,6.09,1.06,1.22,6.32,4.0,13.56,6.15,4.62,78.59
2019-08-19,33.95,5.5299999999999985,1.09,1.9,5.69,3.81,8.28,5.18,,65.43
2019-08-20,17.2,7.0600000000000005,0.67,1.5000000000000002,4.79,4.0200000000000005,8.04,1.34,0.32,44.94
2019-08-21,31.989999999999995,4.66,0.87,0.84,5.73,3.71,10.21,1.28,,59.28999999999999
2019-08-22,12.420000000000002,5.38,,1.12,4.699999999999998,2.95,11.31,3.2,0.44,41.519999999999996
2019-08-23,10.88,5.09,0.7,0.82,4.17,4.17,10.12,3.7,0.29,39.940000000000005
2019-08-24,22.69,6.130000000000001,0.98,1.4499999999999995,5.43,4.85,12.750000000000002,3.6,3.18,61.06
2019-08-25,15.39,6.34,1.75,1.2600000000000002,3.89,3.03,15.12,4.09,7.66,58.53
2019-08-26,13.1,5.7,,1.24,5.670000000000001,3.91,4.35,3.53,8.35,45.85
2019-08-27,11.16,8.68,0.97,1.7999999999999998,3.71,3.94,10.460000000000004,6.89,9.06,56.67000000000001
2019-08-28,14.53,6.1099999999999985,0.5,1.5,4.23,2.5000000000000004,4.12,6.15,0.34,39.980000000000004
2019-08-29,6.85,6.21,,1.32,4.57,4.23,8.87,1.89,0.62,34.559999999999995
2019-08-30,13.419999999999998,5.02,0.82,1.44,4.45,4.739999999999998,7.59,2.04,0.6,40.12
2019-08-31,14.6,5.92,1.19,1.07,4.72,4.16,11.04,4.58,,47.28
2019-09-01,36.47,7.41,0.18,0.99,3.73,3.31,7.97,6.1400000000000015,0.47,66.67
2019-09-02,17.43,4.54,0.55,1.09,3.72,3.32,4.6800000000000015,6.0299999999999985,0.58,41.94
2019-09-03,20.54,1.92,0.23,0.8099999999999999,2.0,1.5500000000000005,2.89,4.6000000000000005,,34.54
2019-09-04,18.2,8.01,0.55,1.29,3.85,4.24,11.37,4.73,11.85,64.09
2019-09-05,17.33,5.84,,1.62,4.29,3.77,7.27,18.62,0.9,59.64
2019-09-06,15.62,5.75,0.72,1.17,5.619999999999999,5.65,14.369999999999996,2.78,,51.67999999999999
2019-09-07,16.130000000000006,8.58,0.77,1.6800000000000002,5.7799999999999985,5.289999999999999,11.999999999999998,7.06,,57.290000000000006
2019-09-08,20.51,8.99,,1.83,4.65,4.54,13.55,8.74,7.549999999999999,70.36
2019-09-09,17.62,5.16,0.7100000000000001,0.9299999999999998,4.0600000000000005,3.13,10.85,6.049999999999999,21.45,69.96000000000001
2019-09-10,16.42,5.58,0.87,1.38,3.92,3.86,7.65,9.87,4.3599999999999985,53.91
2019-09-11,11.96,5.25,0.62,1.7,4.54,4.84,16.250000000000004,2.53,0.36,48.050000000000004
2019-09-12,39.97,5.85,0.27,1.5,4.37,2.64,5.24,4.51,3.25,67.6
2019-09-13,29.45,9.97,0.56,1.51,3.42,2.95,2.16,9.5,3.17,62.690000000000005
2019-09-14,27.110000000000007,9.25,,2.22,5.87,4.460000000000001,11.36,8.43,5.7799999999999985,74.48
2019-09-15,16.880000000000006,13.48,,2.04,5.98,5.760000000000002,12.47,11.54,,68.15
2019-09-16,19.66,4.58,0.47,1.4700000000000002,3.87,2.64,8.690000000000001,2.18,,43.56
2019-09-17,22.23,3.61,0.8,1.18,2.99,3.54,8.38,3.38,0.15,46.26
2019-09-18,13.499999999999998,4.44,0.52,1.2,3.59,3.27,2.84,2.0500000000000003,0.24,31.649999999999995
2019-09-19,13.45,4.199999999999998,0.21,0.69,2.9,2.0700000000000003,6.37,4.41,4.84,39.14
2019-09-20,45.83,5.33,0.38,1.41,5.22,3.1,10.63,2.83,,74.72999999999999
2019-09-21,64.02,4.7200000000000015,0.54,0.99,4.04,2.7,3.31,7.16,3.53,91.00999999999999
2019-09-22,17.299999999999994,6.19,0.44,1.53,4.489999999999998,5.289999999999999,10.02,4.41,,49.66999999999999
2019-09-23,13.05,4.4,0.28,0.63,2.390000000000001,2.97,6.37,2.14,,32.230000000000004
2019-09-24,68.13,4.21,0.65,0.84,3.87,3.46,11.140000000000002,2.2,5.39,99.88999999999999
2019-09-25,11.97,5.93,0.42,1.2,3.68,2.12,3.34,1.92,,30.58
2019-09-26,11.95,5.82,0.82,0.97,3.17,2.87,7.82,8.9,3.76,46.07999999999999
2019-09-27,21.4,8.44,,1.87,5.42,4.3599999999999985,16.68,5.630000000000001,,63.8
2019-09-28,20.93,9.19,0.86,1.89,6.8100000000000005,4.68,14.6,4.59,12.75,76.3
2019-09-29,58.24,10.45,0.98,2.12,7.36,7.209999999999999,14.85,4.71,,105.91999999999999
2019-09-30,21.28,6.800000000000002,,1.6800000000000002,4.17,5.1800000000000015,9.58,8.08,12.31,69.08
2019-10-01,28.37,16.72,,13.12,9.61,8.590000000000002,25.17,8.8,8.58,118.96
2019-10-02,35.95,9.93,1.01,7.83,6.66,9.11,19.35,11.4,11.03,112.27
2019-10-03,63.56,6.23,0.66,5.25,7.31,7.08,11.999999999999998,6.0,4.18,112.27000000000001
2019-10-04,83.8,10.51,0.75,3.7,7.81,8.0,20.41,15.89,8.17,159.04
2019-10-05,21.73,12.8,0.92,5.18,8.530000000000001,8.78,27.4,10.0,1.5,96.84
2019-10-06,32.90000000000001,12.919999999999998,0.8300000000000001,5.209999999999999,8.860000000000003,8.56,20.32,9.89,10.839999999999998,110.33000000000001
2019-10-07,77.32,8.95,0.8200000000000001,2.66,5.12,7.110000000000001,19.540000000000006,12.27,0.43,134.22000000000003
2019-10-08,23.12,7.51,0.86,2.82,6.16,7.130000000000001,14.75,6.75,5.94,75.03999999999999
2019-10-09,47.8,11.09,0.83,2.75,5.83,6.0,18.93,6.73,12.090000000000002,112.05000000000001
2019-10-10,27.65,5.74,0.6699999999999999,2.43,4.2799999999999985,4.77,7.27,3.22,7.5299999999999985,63.56
2019-10-11,39.67,8.18,1.12,2.86,5.44,5.41,16.419999999999998,9.6,8.81,97.50999999999999
2019-10-12,26.290000000000006,11.5,0.84,3.61,7.21,8.03,15.76,6.94,4.09,84.27000000000001
2019-10-13,26.94,11.29,1.03,5.27,7.19,10.2,14.54,14.12,1.15,91.73
2019-10-14,17.84,6.199999999999998,1.2200000000000002,3.02,5.750000000000001,8.56,10.62,21.8,0.53,75.54
2019-10-15,17.919999999999995,7.25,0.46,2.83,6.65,8.14,21.14,8.370000000000001,12.98,85.74
2019-10-16,12.21,4.58,0.5,1.2300000000000002,3.89,5.2200000000000015,12.14,3.61,0.61,43.989999999999995
2019-10-17,19.74,6.69,0.36,2.36,3.7,6.03,11.94,5.880000000000001,,56.7
2019-10-18,17.730000000000004,8.27,,2.84,6.480000000000001,7.98,8.17,6.79,,58.260000000000005
2019-10-19,23.48,11.81,1.21,3.18,6.579999999999999,9.31,12.760000000000002,9.98,8.18,86.49000000000001
2019-10-20,22.27,9.72,,3.49,8.930000000000003,9.4,19.42,22.8,24.860000000000007,120.89000000000001
2019-10-21,76.31,9.54,,2.89,5.94,6.93,17.7,7.18,5.449999999999998,131.94
2019-10-22,41.48,7.6099999999999985,0.45,2.04,4.7,7.489999999999998,13.18,6.6099999999999985,5.78,89.34
2019-10-23,17.36,9.66,0.3,1.5499999999999998,4.63,6.49,7.93,2.59,,50.510000000000005
2019-10-24,109.74,5.22,0.5700000000000001,2.0000000000000004,6.050000000000002,5.82,10.31,4.29,,144.0
2019-10-25,62.12000000000001,8.96,1.15,2.5500000000000003,6.89,9.159999999999998,9.89,16.64,16.85,134.21
2019-10-26,51.92999999999999,8.75,,2.6700000000000004,6.98,8.19,8.59,2.83,0.77,90.71
2019-10-27,78.09,9.81,1.21,3.73,7.039999999999999,10.79,20.67,9.85,15.02,156.21
2019-10-28,23.88,6.77,,2.84,5.3500000000000005,7.56,11.77,7.29,5.67,71.13
2019-10-29,26.31,10.41,0.66,4.28,8.05,9.63,14.79,15.02,4.949999999999998,94.1
2019-10-30,20.68,8.399999999999999,1.01,2.75,6.409999999999998,6.8900000000000015,8.57,10.6,,65.31
2019-10-31,29.69,11.99,1.5299999999999998,4.209999999999999,8.91,11.43,19.47,8.2,7.369999999999999,102.80000000000001
2019-11-01,41.81,11.02,1.26,4.44,8.91,10.760000000000002,23.36,28.61,17.77,147.94000000000003
2019-11-02,30.46,10.72,1.12,5.8100000000000005,11.0,11.95,16.52,7.81,10.09,105.48
2019-11-03,43.96,14.48,1.72,4.12,8.17,9.84,16.18,10.86,5.87,115.2
2019-11-04,47.75,14.97,,2.32,5.52,6.1,6.04,7.320000000000001,21.53,111.55
2019-11-05,18.3,7.93,1.51,2.96,6.8199999999999985,7.47,13.499999999999998,7.39,,65.88
2019-11-06,21.43,8.46,,1.9,5.2700000000000005,5.71,9.51,21.910000000000004,,74.19
2019-11-07,15.14,11.27,,2.28,6.249999999999999,5.12,13.31,1.87,1.2,56.44
2019-11-08,29.279999999999994,8.989999999999998,0.94,2.74,6.59,9.64,15.96,9.47,14.27,97.87999999999998
2019-11-09,20.8,13.7,,3.28,8.72,10.760000000000002,17.74,18.880000000000006,9.98,103.86000000000001
2019-11-10,15.46,9.1,1.13,3.76,7.1,8.24,18.69,15.21,0.87,79.56000000000002
2019-11-11,30.92,13.31,1.49,3.66,9.06,10.47,16.65,7.77,4.8100000000000005,98.14000000000001
2019-11-12,20.05,8.809999999999997,,2.79,7.27,9.900000000000002,15.4,9.41,1.41,75.03999999999999
2019-11-13,25.33,13.15,0.99,3.66,6.48,8.9,9.5,16.29,11.69,95.99
