date,dailyTotal_0,dailyTotal_1,dailyTotal_2,dailyTotal_3,dailyTotal_4,253230_Compiled_0.csv
2020-07-01,0.34,0.5800000000000001,0.56,0.77,,2.25
2020-07-02,0.46,0.6200000000000001,0.6199999999999999,0.24,,1.94
2020-07-03,0.35,0.37,0.33,0.49,,1.54
2020-07-04,0.44,0.31,0.62,2.15,,3.52
2020-07-05,0.5599999999999999,0.6100000000000001,0.46,0.84,,2.4699999999999998
2020-07-06,0.63,0.43,0.4,3.02,,4.48
2020-07-07,0.75,0.27,0.24,,,1.26
2020-07-08,1.11,0.75,0.48,1.46,,3.8
2020-07-09,0.72,0.7999999999999999,0.95,0.7100000000000001,,3.1799999999999997
2020-07-10,0.7499999999999999,0.5700000000000001,0.36,0.82,,2.4999999999999996
2020-07-11,0.31,0.33,0.37,3.49,,4.5
2020-07-12,0.4400000000000001,0.29,0.29000000000000004,0.66,,1.6800000000000002
2020-07-13,0.22,0.3300000000000001,0.28,,,0.8300000000000002
2020-07-14,0.64,0.46,0.75,2.04,,3.89
2020-07-15,0.46,0.18,0.27,1.36,,2.27
2020-07-16,0.32,0.42,0.27,,,1.01
2020-07-17,0.15,0.12,0.22,0.5,,0.99
2020-07-18,0.4,0.39,0.53,1.65,,2.9699999999999998
2020-07-19,0.21,0.19,0.47,0.6499999999999999,,1.52
2020-07-20,0.09,0.31000000000000005,0.23,,,0.63
2020-07-21,0.15,0.3,0.4,1.04,,1.8900000000000001
2020-07-22,0.43,0.29000000000000004,0.48,1.13,,2.33
2020-07-23,0.38,0.74,0.27,0.63,,2.02
2020-07-24,0.16999999999999998,,0.14,,,0.31
2020-07-25,0.36,0.16,0.19,2.71,,3.42
2020-07-26,0.44,0.12,0.14,2.67,,3.37
2020-07-27,0.23,0.12,0.31,3.94,,4.6
2020-07-28,0.31,0.4400000000000001,0.26,,,1.0100000000000002
2020-07-29,0.42,0.18,0.2,0.16,,0.9600000000000001
2020-07-30,0.44,0.09,0.06,,,0.5900000000000001
2020-07-31,0.63,0.54,0.41,17.86,,19.439999999999998
2020-08-01,0.36,0.18,0.22,0.26,,1.02
2020-08-02,0.18000000000000002,0.18,0.1,0.44,,0.8999999999999999
2020-08-03,0.32,0.29,0.19,,,0.8
2020-08-04,0.32,0.4300000000000001,0.31,0.12,,1.1800000000000002
2020-08-05,0.33,0.33,0.58,,,1.24
2020-08-06,0.09,0.31,0.13,0.12,,0.65
2020-08-07,0.22,0.18,0.22,0.07,,0.69
2020-08-08,0.33,0.91,0.07,,,1.31
2020-08-09,0.23,0.3,0.44,0.14,,1.1099999999999999
2020-08-10,0.8700000000000001,30.53,0.55,1.06,,33.010000000000005
2020-08-11,0.28,0.15,0.45,0.16,,1.04
2020-08-12,0.6000000000000001,0.42,0.42,6.68,,8.12
2020-08-13,0.37,0.18,0.09,1.16,,1.7999999999999998
2020-08-14,0.22,0.13,0.39,,,0.74
2020-08-15,0.47,0.35,0.31000000000000005,0.52,,1.65
2020-08-16,0.18,0.76,0.1,4.36,,5.4
2020-08-17,0.15,1.43,0.42,,,1.9999999999999998
2020-08-18,0.7599999999999999,0.5800000000000001,0.8600000000000001,1.07,,3.2700000000000005
2020-08-19,0.4799999999999999,1.23,0.61,0.7,,3.0199999999999996
2020-08-20,0.39,0.15,0.4300000000000001,4.44,,5.41
2020-08-21,0.09,0.2,0.33,1.07,,1.6900000000000002
2020-08-22,0.47,0.62,0.32,0.7600000000000001,,2.17
2020-08-23,0.39,0.26,0.24,0.15,,1.04
2020-08-24,0.18,0.1,0.09,0.3,,0.6699999999999999
2020-08-25,0.69,0.45,0.4,12.38,,13.920000000000002
2020-08-26,0.42,0.22,0.16999999999999998,0.91,,1.7200000000000002
2020-08-27,0.78,0.32,0.34,0.41,,1.85
2020-08-28,0.36,0.4,0.25,1.02,,2.0300000000000002
2020-08-29,0.25,0.38,0.38,0.93,,1.94
2020-08-30,0.72,0.23,0.28,,,1.23
2020-08-31,0.86,0.45,0.78,0.16,,2.25
2020-09-01,0.46,0.16,0.31,0.27,,1.2
2020-09-02,0.23,0.35,0.34,0.56,,1.48
2020-09-03,0.5700000000000001,0.28,0.12,0.51,,1.48
2020-09-04,0.18,0.19,0.07,0.29000000000000004,,0.73
2020-09-05,0.28,0.46,0.28,,,1.02
2020-09-06,0.92,0.82,0.74,18.11,,20.59
2020-09-07,1.02,0.24,0.32,,,1.58
2020-09-08,0.11,0.37,0.22,5.3900000000000015,,6.090000000000002
2020-09-09,0.47,0.36,0.27,,,1.1
2020-09-10,0.4199999999999999,0.18,0.3500000000000001,,,0.95
2020-09-11,0.24,0.15,0.26,,,0.65
2020-09-12,0.52,0.43,0.46,5.13,,6.54
2020-09-13,0.5299999999999999,0.25,0.21,2.64,,3.63
2020-09-14,0.27,0.17,,0.03,,0.4700000000000001
2020-09-15,0.33,0.18,0.12,1.4,,2.03
2020-09-16,0.26,0.21,0.18,0.94,,1.5899999999999999
2020-09-17,0.34,0.49,0.66,8.91,,10.4
2020-09-18,,0.4,0.13,0.47,,1.0
2020-09-19,0.42,1.2600000000000002,0.17,,,1.85
2020-09-20,0.12,0.15,0.12,0.43,,0.8200000000000001
2020-09-21,0.27,0.12,0.12,0.11,,0.62
2020-09-22,0.37,0.39,0.43,0.76,,1.95
2020-09-23,0.21,1.89,0.14,0.6,,2.8400000000000003
2020-09-24,0.22,0.18,0.09,0.37,,0.86
2020-09-25,0.23,0.22,0.21,0.41,,1.07
2020-09-26,0.34,0.43,0.30000000000000004,0.09,,1.1600000000000001
2020-09-27,0.22,0.1,0.18,,,0.5
2020-09-28,0.06,0.09,0.03,,,0.18
2020-09-29,0.21,0.15,0.12,2.51,,2.9899999999999998
2020-09-30,0.21,0.22,0.14,9.29,,9.86
2020-10-01,0.24,0.17,0.28,0.17,,0.8600000000000001
2020-10-02,0.1,0.12,0.1,2.37,,2.69
2020-10-03,,0.15,0.17,1.23,,1.55
2020-10-04,0.27,0.21,0.12,0.28,,0.88
2020-10-05,0.1,0.1,0.12,2.92,,3.2399999999999998
2020-10-06,0.27,0.15,0.30000000000000004,0.92,,1.6400000000000001
2020-10-07,0.4300000000000001,0.49,0.24,1.37,,2.5300000000000002
2020-10-08,0.23,0.12,0.09,,,0.43999999999999995
2020-10-09,0.09,0.09,,,,0.18
2020-10-10,0.06,0.12,0.13,0.19,,0.5
2020-10-11,0.15,0.74,0.2,,0.39,1.48
2020-10-12,0.1,,0.12,,,0.22
2020-10-13,0.09,0.13,0.30000000000000004,,,0.52
2020-10-14,0.15,0.30000000000000004,0.26,0.4099999999999999,,1.12
2020-10-15,0.5700000000000001,0.4400000000000001,0.53,,,1.5400000000000003
2020-10-16,0.37,0.45,0.35,0.16999999999999998,,1.3399999999999999
2020-10-17,0.30000000000000004,0.35000000000000003,0.09,,,0.7400000000000001
2020-10-18,1.23,0.27,0.36,0.06,,1.92
2020-10-19,0.18,0.21,0.6300000000000001,,,1.02
2020-10-20,0.24,0.30000000000000004,0.3200000000000001,2.65,,3.51
2020-10-21,0.32,0.12,0.16,12.66,,13.26
2020-10-22,0.24,0.15,0.18,0.16,,0.7300000000000001
2020-10-23,0.33,0.27,0.29000000000000004,,,0.8900000000000001
2020-10-24,0.18,0.09,0.16,,,0.43000000000000005
2020-10-25,0.28,0.3,0.21,0.06,,0.8500000000000001
2020-10-26,0.33,0.72,0.15,,,1.2
2020-10-27,0.36000000000000004,0.18,0.21,,,0.75
2020-10-28,0.09,0.03,0.14,0.42,0.72,1.4
2020-10-29,0.3,0.57,0.08,,,0.9499999999999998
2020-10-30,0.18,0.22,0.18,,,0.5800000000000001
2020-10-31,0.21,0.18,0.13,2.13,,2.65
2020-11-01,0.18,0.21,0.18,,,0.5700000000000001
2020-11-02,0.3,0.18,0.18,,,0.6599999999999999
2020-11-03,0.18,0.15,0.15,0.13,,0.61
2020-11-04,0.12,0.39,0.21,,,0.72
2020-11-05,0.29,0.26,0.09,0.30000000000000004,,0.9400000000000001
2020-11-06,0.19,0.24,0.2,0.21,,0.84
2020-11-07,0.15,0.18,0.27,2.3,,2.9
2020-11-08,0.12,0.09,,,,0.21
2020-11-09,0.39,0.27,0.5,,,1.1600000000000001
2020-11-10,0.18,0.13,0.11,,,0.42
2020-11-11,0.09,0.18,0.15,3.18,,3.6
2020-11-12,0.06,0.18,0.25,,,0.49
2020-11-13,0.21,0.45,1.54,,,2.2
2020-11-14,2.13,1.06,1.28,0.89,,5.359999999999999
2020-11-15,0.33,0.27,3.0899999999999994,0.28,,3.9699999999999998
2020-11-16,0.2,0.24,0.11,3.78,,4.33
2020-11-17,0.30000000000000004,0.12,,,,0.42000000000000004
2020-11-18,1.3,0.36,0.5,0.26,0.41,2.83
2020-11-19,0.33,,,0.12,,0.45
2020-11-20,0.18,,,2.54,,2.72
2020-11-21,0.34,0.66,0.22,2.64,,3.8600000000000003
2020-11-22,0.12,0.27,0.21,0.64,,1.24
2020-11-23,0.7,0.4,0.53,2.4400000000000004,,4.07
2020-11-24,0.16,0.18,,,,0.33999999999999997
2020-11-25,0.21,0.09,0.19,,,0.49
2020-11-26,0.18,0.12,0.13,2.35,,2.7800000000000002
2020-11-27,0.36,0.15,0.19,2.0,,2.7
2020-11-28,0.39,0.24,0.39,0.23,,1.25
2020-11-29,0.33,0.21,0.49,1.94,,2.9699999999999998
2020-11-30,0.30000000000000004,0.18,0.09,2.74,,3.3100000000000005
2020-12-01,0.47,1.86,0.5499999999999999,0.15,,3.03
2020-12-02,0.85,0.72,0.86,0.24,,2.67
2020-12-03,0.2,0.24,0.21,0.5299999999999999,,1.18
2020-12-04,0.09,0.13,0.26,,,0.48
2020-12-05,0.06,0.12,0.23,1.88,,2.29
2020-12-06,0.24,0.1,0.11,,,0.44999999999999996
2020-12-07,0.4199999999999999,0.4199999999999999,0.15,0.86,,1.8499999999999996
2020-12-08,0.30000000000000004,0.09,0.18,,,0.5700000000000001
2020-12-09,0.22,0.54,0.29000000000000004,,,1.05
2020-12-10,0.27,0.09,0.12,,,0.48
2020-12-11,0.36,0.21,0.4199999999999999,,,0.9899999999999998
2020-12-12,0.27,0.27,0.48,0.1,,1.12
2020-12-13,0.15,0.3,0.49,,,0.94
2020-12-14,0.09,0.03,0.21,0.53,,0.86
2020-12-15,0.3,0.09,0.15,,,0.54
2020-12-16,0.27,1.47,0.12,0.5,,2.36
2020-12-17,0.25,0.26,0.09,9.36,,9.959999999999999
2020-12-18,0.24,0.42,0.2,0.8500000000000001,,1.71
2020-12-19,0.27,0.15,0.06,0.1,,0.5800000000000001
2020-12-20,0.24,0.28,0.23,3.44,,4.1899999999999995
2020-12-21,0.96,0.07,0.22,,,1.25
2020-12-22,0.25,0.3,0.21,0.5800000000000001,,1.34
2020-12-23,0.48,0.21,0.38,8.65,,9.72
2020-12-24,0.52,0.54,0.5900000000000001,6.15,,7.800000000000001
2020-12-25,0.97,0.6299999999999999,0.39,5.95,0.3,8.24
2020-12-26,0.46,0.42,0.4300000000000001,0.8899999999999999,,2.2
2020-12-27,0.45,0.6299999999999999,0.33,6.62,,8.03
2020-12-28,0.39,0.49,0.26,,,1.1400000000000001
2020-12-29,0.71,0.66,0.4300000000000001,0.12,,1.9200000000000004
2020-12-30,0.74,0.36,0.22,3.94,,5.26
2020-12-31,1.11,0.6099999999999999,1.5500000000000005,5.119999999999999,,8.39
2021-01-01,0.71,0.5700000000000001,0.63,11.55,,13.46
2021-01-02,0.39,0.46,0.26,6.129999999999999,,7.239999999999999
2021-01-03,0.3,0.29000000000000004,0.26,,,0.8500000000000001
2021-01-04,0.42,0.43,0.15,0.2,,1.2
2021-01-05,0.12,0.35,0.12,4.210000000000001,,4.800000000000001
2021-01-06,0.4400000000000001,0.31999999999999995,0.15,0.12,,1.03
2021-01-07,0.6699999999999999,0.25,0.34,2.04,,3.3
2021-01-08,0.48,0.48,0.6200000000000001,5.38,,6.96
2021-01-09,0.46,0.18,0.42,,,1.06
2021-01-10,0.75,0.33,0.45,8.31,,9.84
2021-01-11,0.15,0.27,0.07,,,0.49000000000000005
2021-01-12,0.44,0.27,0.25,0.96,,1.92
2021-01-13,0.21,0.48,0.79,,,1.48
2021-01-14,0.45,0.43,0.63,1.14,,2.65
2021-01-15,0.5900000000000001,0.6300000000000001,0.48,2.3600000000000003,,4.0600000000000005
2021-01-16,0.34,0.73,0.39,1.2300000000000002,,2.6900000000000004
2021-01-17,0.12,0.14,0.12,,,0.38
2021-01-18,0.39,0.49,0.5,0.25,,1.63
2021-01-19,0.35,0.16999999999999998,0.19,0.05,,0.76
2021-01-20,0.39,0.44,0.26,5.35,,6.4399999999999995
2021-01-21,0.15,0.07,0.06,0.49,,0.77
2021-01-22,0.34,0.7,0.41,2.86,,4.31
2021-01-23,0.39,0.77,0.13,0.13,,1.42
2021-01-24,0.6000000000000001,0.43,0.35,,,1.38
2021-01-25,0.24,0.2,0.16,6.99,,7.59
2021-01-26,0.4,0.4600000000000001,0.39,,,1.25
2021-01-27,0.43,0.39,0.2,,,1.02
2021-01-28,0.25,0.13,0.21,0.16,,0.75
2021-01-29,0.29,0.4,0.21,0.19,,1.0899999999999999
2021-01-30,0.18,0.09,0.12,0.18,,0.5700000000000001
2021-01-31,0.15,0.48,0.22,1.54,,2.39
2021-02-01,0.30000000000000004,0.15,0.15,0.6699999999999999,,1.27
2021-02-02,0.73,0.8999999999999999,0.53,1.26,,3.42
2021-02-03,0.23,0.18,0.1,0.33,,0.8400000000000001
2021-02-04,0.47,0.13,0.23,0.22,,1.05
2021-02-05,0.31000000000000005,0.21,0.19,,,0.71
2021-02-06,0.37,0.09,0.23,11.6,,12.29
2021-02-07,0.31,0.18000000000000002,0.1,4.09,,4.68
2021-02-08,0.34,1.37,0.2,,,1.9100000000000001
2021-02-09,,0.07,0.07,,,0.14
2021-02-10,0.15,1.12,0.18,,,1.45
2021-02-11,0.33,0.2,0.15,0.15,,0.8300000000000001
2021-02-12,0.15,0.06,0.21,1.35,,1.77
2021-02-13,0.69,0.37,0.3,6.1,,7.46
2021-02-14,0.19,0.16,0.30000000000000004,0.47,,1.12
2021-02-15,0.5700000000000001,0.29000000000000004,0.19,,,1.05
2021-02-16,0.15,0.25,,0.92,,1.32
2021-02-17,0.55,0.7000000000000001,0.14,,,1.3900000000000001
2021-02-18,0.18,0.13,0.33,,,0.64
2021-02-19,0.21,0.06,0.09,0.47,,0.83
2021-02-20,0.43,0.21,0.19,0.49,,1.32
2021-02-21,0.4400000000000001,0.2,0.39,2.2,,3.2300000000000004
2021-02-22,1.01,0.46,0.76,18.98,,21.21
2021-02-23,0.34,0.37,0.30000000000000004,0.52,,1.53
2021-02-24,0.24,0.09,,0.51,,0.84
2021-02-25,0.16999999999999998,0.09,0.19,,,0.45
2021-02-26,,0.6,0.16999999999999998,8.940000000000003,,9.710000000000003
2021-02-27,0.32,0.21,0.24,0.16999999999999998,,0.94
2021-02-28,0.6900000000000001,0.24,0.41,7.54,,8.88
2021-03-01,0.36,0.23,0.97,,,1.56
2021-03-02,0.21,,0.38,1.53,,2.12
2021-03-03,0.31,0.24,0.47,6.870000000000001,,7.890000000000001
2021-03-04,0.21,0.16999999999999998,0.16,0.43,,0.97
2021-03-05,0.27,0.11,,0.57,,0.95
2021-03-06,0.6699999999999999,,0.09,0.07,,0.8299999999999998
2021-03-07,0.24,0.21,0.09,2.51,,3.05
2021-03-08,0.43,0.24,0.30000000000000004,0.64,,1.6099999999999999
2021-03-09,0.4600000000000001,0.27,2.13,1.08,,3.94
2021-03-10,0.25,0.19,0.81,0.75,,2.0
2021-03-11,0.27,0.03,0.05,,,0.35000000000000003
2021-03-12,0.28,0.28,0.48,,,1.04
2021-03-13,1.4300000000000002,0.54,0.54,0.37,,2.8800000000000003
2021-03-14,0.25,0.28,0.23,,,0.76
2021-03-15,0.31,0.29000000000000004,3.4099999999999997,1.53,,5.54
2021-03-16,0.23,0.13,0.1,0.27,,0.73
2021-03-17,0.41,0.24,0.12,0.78,,1.5499999999999998
2021-03-18,0.23,0.39,0.22,0.79,,1.63
2021-03-19,0.36,0.11,0.33,0.12,,0.92
2021-03-20,0.48,0.51,0.68,6.82,,8.49
2021-03-21,0.4,0.15,0.24,0.39,,1.1800000000000002
2021-03-22,0.31,0.26,0.32,0.44,,1.33
2021-03-23,1.05,0.45,0.39,12.96,,14.850000000000001
2021-03-24,0.6,0.48,0.97,5.73,0.24,8.02
2021-03-25,0.18,0.12,0.16999999999999998,0.4900000000000001,,0.9600000000000001
2021-03-26,0.4900000000000001,0.35,0.34,,,1.1800000000000002
2021-03-27,0.46,0.39,0.35,0.1,,1.3000000000000003
2021-03-28,0.45,0.15,0.26,3.16,,4.0200000000000005
2021-03-29,0.39,0.18,0.22,,,0.79
2021-03-30,0.31000000000000005,0.31,0.44,0.36,,1.42
2021-03-31,0.28,0.4,0.34,2.61,,3.63
2021-04-01,0.46,0.44,0.4300000000000001,,,1.33
2021-04-02,1.31,0.22,0.11,,,1.6400000000000001
2021-04-03,0.46,0.6900000000000001,0.6200000000000001,3.03,,4.8
2021-04-04,0.3,0.26,0.39,4.05,,5.0
2021-04-05,0.24,0.12,0.34,,,0.7
2021-04-06,0.42,0.28,0.4,1.29,,2.39
2021-04-07,0.24,0.24,0.16,1.04,,1.6800000000000002
2021-04-08,0.03,0.03,,,,0.06
